Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Yr Blt,Garage Cars,Garage Area
7,5,1339,0,1339,2,0,2,1,6,1,0,3960100,54.0,1309.0,1.0,0.0,1990.0,2.0,484.0
4,5,372,720,1092,2,0,3,2,7,0,3500,3763500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5,1146,0,1146,2,0,3,1,6,1,0,4012009,442.0,868.0,1.0,0.0,2003.0,2.0,438.0
6,6,1125,0,1125,1,0,3,1,6,1,0,3904576,255.0,1041.0,1.0,0.0,1977.0,1.0,352.0
7,7,1020,1037,2057,1,1,3,1,6,1,0,3846832,0.0,1017.0,0.0,0.0,1936.0,1.0,180.0
5,6,899,0,899,1,0,2,1,5,0,0,3724500,0.0,481.0,0.0,0.0,1930.0,1.0,200.0
4,6,828,658,1594,2,0,3,2,9,0,0,3812360,0.0,828.0,0.0,0.0,0.0,0.0,0.0
8,5,1694,0,1694,2,0,3,1,7,0,0,4028049,254.0,1694.0,0.0,0.0,2007.0,3.0,818.0
8,5,1065,846,1911,2,1,3,1,8,1,0,3974042,125.0,777.0,0.0,0.0,1993.0,2.0,471.0
4,4,672,0,672,1,0,2,1,4,0,0,3753750,0.0,432.0,0.0,0.0,0.0,0.0,0.0
6,5,1523,0,1523,2,0,3,1,7,1,0,3904576,160.0,1193.0,0.0,1.0,1976.0,2.0,478.0
6,5,1651,0,1651,2,0,3,1,7,1,0,3944196,132.0,1606.0,1.0,0.0,1986.0,2.0,616.0
5,6,1041,0,1041,1,0,3,1,6,0,0,3837681,132.0,1041.0,1.0,0.0,1959.0,1.0,270.0
5,5,1604,0,1604,2,0,4,2,8,0,0,3833764,0.0,1604.0,0.0,0.0,1958.0,2.0,576.0
6,7,1014,658,1672,1,1,3,1,6,1,0,3858660,0.0,981.0,0.0,0.0,1940.0,1.0,240.0
7,5,1164,0,1164,1,1,3,1,6,0,0,3876961,168.0,1164.0,0.0,0.0,1969.0,2.0,528.0
5,6,1041,0,1041,1,0,3,1,6,0,0,3833764,0.0,1041.0,0.0,0.0,1958.0,1.0,294.0
6,8,1034,0,1034,1,0,3,1,6,1,0,3912484,40.0,450.0,0.0,1.0,1978.0,2.0,504.0
6,8,825,784,1609,1,0,3,1,7,0,0,3724500,0.0,796.0,0.0,0.0,1910.0,1.0,228.0
5,8,1337,0,1337,1,0,3,1,7,1,0,3911700,0.0,572.0,1.0,0.0,1950.0,1.0,264.0
8,5,1500,1122,2622,2,1,3,1,9,2,0,3978030,362.0,1463.0,1.0,0.0,1994.0,2.0,712.0
7,6,1594,0,1594,2,0,2,1,6,1,0,3972049,112.0,1594.0,0.0,0.0,1993.0,2.0,472.0
6,5,1262,0,1262,2,0,2,1,5,0,0,4024036,68.0,1262.0,0.0,0.0,2006.0,2.0,572.0
6,5,1175,0,1175,1,0,3,1,6,0,0,4022030,126.0,1175.0,1.0,0.0,0.0,0.0,0.0
6,7,664,624,1288,1,0,3,1,5,1,0,3847419,0.0,624.0,1.0,0.0,1917.0,1.0,280.0
5,5,630,672,1302,2,1,3,1,6,0,0,3884841,142.0,630.0,0.0,0.0,1991.0,1.0,280.0
8,5,1247,0,1247,1,1,1,1,4,1,0,4020025,0.0,1247.0,1.0,0.0,2005.0,2.0,550.0
9,5,1738,851,2589,2,1,4,1,11,1,0,4024036,215.0,1738.0,1.0,0.0,2006.0,3.0,831.0
8,5,1689,0,1689,2,0,3,1,7,2,0,4008004,148.0,1568.0,1.0,0.0,2002.0,3.0,857.0
7,5,1405,0,1405,2,0,2,1,6,1,0,4012009,235.0,1405.0,1.0,0.0,2003.0,2.0,478.0
7,6,1324,0,1324,2,0,3,1,5,1,0,3904576,130.0,1228.0,0.0,1.0,1976.0,2.0,585.0
5,5,1377,0,1377,1,0,3,1,6,2,0,3841600,0.0,1377.0,1.0,0.0,1965.0,1.0,351.0
6,5,888,868,1756,2,1,3,1,7,0,0,3986012,42.0,872.0,1.0,0.0,1996.0,2.0,422.0
5,6,1228,0,1228,1,1,3,1,6,0,0,3943796,0.0,1228.0,0.0,0.0,1966.0,1.0,271.0
5,6,1008,0,1008,1,0,2,1,4,1,0,3818116,0.0,1008.0,0.0,0.0,1954.0,1.0,275.0
7,5,1153,878,2031,2,1,3,1,8,1,0,3994002,202.0,1153.0,0.0,0.0,1998.0,2.0,541.0
6,5,752,752,1504,2,1,3,1,6,0,0,4028049,22.0,752.0,0.0,0.0,2007.0,2.0,440.0
5,7,936,0,936,1,0,2,1,5,1,0,3744000,0.0,936.0,1.0,0.0,0.0,0.0,0.0
4,5,1383,0,1383,1,0,2,1,6,0,0,3818116,0.0,0.0,0.0,0.0,1980.0,2.0,498.0
5,6,967,0,967,1,0,2,1,5,1,0,3820800,0.0,967.0,0.0,0.0,1920.0,1.0,180.0
8,5,1656,0,1656,2,0,3,1,7,0,0,4024036,0.0,1656.0,0.0,0.0,2006.0,3.0,826.0
6,8,1152,0,1152,1,0,3,1,6,1,0,3907800,0.0,1092.0,0.0,1.0,1950.0,1.0,300.0
6,5,1142,0,1142,1,1,3,1,5,0,0,4020025,0.0,1142.0,0.0,0.0,0.0,0.0,0.0
6,5,1403,0,1403,2,0,2,1,5,0,0,4000000,0.0,1381.0,1.0,0.0,2000.0,2.0,470.0
5,5,1712,0,1712,2,0,4,2,8,0,0,3927795,122.0,1626.0,0.0,0.0,2005.0,2.0,588.0
4,4,1258,0,1258,0,2,0,2,6,0,0,3876961,0.0,1198.0,2.0,0.0,1969.0,2.0,400.0
5,5,1687,0,1687,1,0,3,1,7,2,0,3798600,0.0,747.0,1.0,0.0,1966.0,2.0,572.0
5,5,1560,0,1560,2,0,4,2,8,0,0,3833764,260.0,1560.0,0.0,0.0,1958.0,2.0,484.0
7,7,1142,793,1935,2,1,3,1,7,1,0,3904576,233.0,793.0,0.0,0.0,1976.0,2.0,550.0
7,5,1083,0,1083,1,0,2,1,5,1,0,3904576,252.0,1047.0,1.0,0.0,1976.0,2.0,596.0
5,4,907,0,907,1,0,3,1,5,0,0,3908529,0.0,876.0,1.0,0.0,1977.0,1.0,308.0
6,5,1675,0,1675,2,0,3,1,6,0,0,3998000,0.0,1666.0,1.0,0.0,1999.0,2.0,435.0
5,5,988,0,988,1,0,2,1,4,0,0,3818116,0.0,988.0,0.0,0.0,1954.0,2.0,520.0
8,5,1491,0,1491,2,0,3,1,7,0,0,4004001,0.0,1491.0,0.0,0.0,2001.0,2.0,490.0
7,5,1479,0,1479,2,1,3,1,7,1,0,3952143,310.0,1645.0,2.0,0.0,1987.0,2.0,578.0
5,5,1112,0,1112,1,0,2,1,5,0,0,3806401,0.0,631.0,0.0,0.0,1951.0,2.0,480.0
6,5,1689,0,1689,1,0,3,1,7,1,0,3825936,0.0,1436.0,0.0,0.0,1956.0,2.0,480.0
9,5,1710,0,1710,2,0,2,1,6,1,0,4028049,178.0,1710.0,1.0,0.0,2007.0,2.0,557.0
6,5,1253,0,1253,1,1,2,1,5,1,0,3841600,212.0,1253.0,1.0,0.0,1960.0,1.0,352.0
5,5,864,0,864,1,0,2,1,5,0,0,3849444,0.0,864.0,0.0,0.0,1962.0,1.0,294.0
7,5,728,728,1456,2,1,3,1,7,1,0,4020025,0.0,728.0,1.0,0.0,2005.0,2.0,410.0
7,5,1217,0,1217,2,0,3,1,6,0,0,3962090,0.0,1188.0,1.0,0.0,1990.0,2.0,497.0
7,4,2151,495,2646,2,0,3,1,9,4,0,3896676,145.0,1748.0,1.0,2.0,1974.0,2.0,550.0
8,5,866,902,1768,2,1,3,1,7,0,0,4028049,0.0,866.0,0.0,0.0,2007.0,2.0,578.0
5,5,914,0,914,1,0,2,1,5,0,0,3984016,0.0,870.0,0.0,0.0,1998.0,2.0,576.0
6,5,1131,644,1775,2,0,3,1,8,0,0,3857296,0.0,533.0,0.0,0.0,1964.0,2.0,480.0
5,5,1361,1259,2620,2,2,4,2,12,1,8300,3908529,1.0,1361.0,0.0,0.0,1977.0,2.0,600.0
5,5,830,797,1627,2,0,4,2,10,0,0,3811400,0.0,797.0,0.0,0.0,1950.0,2.0,420.0
7,5,660,660,1320,2,1,3,1,6,0,0,4012009,0.0,660.0,0.0,0.0,2003.0,2.0,400.0
4,5,772,351,1123,1,0,3,1,4,0,0,3781050,0.0,732.0,0.0,0.0,1979.0,1.0,264.0
5,7,874,0,874,1,0,3,1,5,0,0,3941904,0.0,864.0,1.0,0.0,1968.0,1.0,288.0
7,5,1553,1177,2730,2,1,4,1,8,1,0,3946182,172.0,1502.0,1.0,0.0,1987.0,2.0,576.0
6,5,905,881,1786,2,1,3,1,7,0,0,3988009,0.0,824.0,1.0,0.0,1997.0,2.0,684.0
4,5,1040,0,1040,2,0,2,2,6,0,0,3800550,0.0,0.0,0.0,0.0,1956.0,2.0,420.0
5,5,1377,973,2350,2,0,4,2,10,0,0,3763200,0.0,973.0,0.0,0.0,1930.0,2.0,393.0
5,5,884,886,1770,1,1,4,1,7,0,455,3873024,300.0,900.0,1.0,0.0,1968.0,2.0,530.0
5,6,1269,0,1269,1,1,3,1,6,1,0,3841600,0.0,1269.0,0.0,0.0,1964.0,1.0,308.0
5,4,1039,0,1039,1,1,3,1,6,0,0,3861225,0.0,1039.0,1.0,0.0,1965.0,2.0,504.0
6,6,1520,0,1520,1,0,3,1,7,2,0,3855260,164.0,1156.0,1.0,0.0,1955.0,1.0,364.0
8,5,1704,0,1704,2,0,3,1,7,1,0,4030056,200.0,1704.0,1.0,0.0,2008.0,3.0,772.0
9,5,1686,0,1686,2,0,1,1,6,1,0,4024036,518.0,1686.0,1.0,0.0,2006.0,3.0,899.0
8,5,1646,0,1646,2,0,3,1,7,1,0,4030056,338.0,1638.0,1.0,0.0,2008.0,3.0,800.0
4,7,914,0,914,1,0,2,1,4,0,0,3845521,0.0,914.0,0.0,0.0,1961.0,1.0,270.0
6,7,1149,467,1616,2,0,3,1,5,0,0,3859704,0.0,1149.0,0.0,0.0,1926.0,1.0,216.0
4,4,720,472,1192,1,1,4,1,6,0,0,3800550,0.0,720.0,0.0,0.0,0.0,0.0,0.0
6,4,1178,1032,2210,2,0,5,1,8,0,0,3666000,0.0,1008.0,0.0,0.0,1930.0,1.0,205.0
6,6,866,430,1296,1,0,3,1,6,0,0,3757650,0.0,845.0,0.0,0.0,1980.0,2.0,576.0
8,5,2497,0,2497,2,0,2,1,7,2,0,3924361,0.0,2461.0,1.0,0.0,1981.0,2.0,676.0
6,9,546,546,1092,2,1,3,1,6,0,0,3953790,0.0,546.0,0.0,0.0,0.0,0.0,0.0
7,6,896,756,1652,2,1,3,1,6,0,0,4001958,44.0,423.0,1.0,0.0,1994.0,2.0,473.0
7,5,909,807,1716,2,1,2,1,7,1,0,3984016,0.0,880.0,0.0,0.0,1996.0,2.0,512.0
5,5,1014,0,1014,1,0,2,1,6,0,0,3825936,0.0,0.0,0.0,0.0,1956.0,1.0,267.0
5,5,1200,0,1200,3,0,3,1,5,0,0,3950156,0.0,1200.0,3.0,0.0,0.0,0.0,0.0
8,5,1432,0,1432,2,0,3,1,7,1,0,4024036,206.0,1422.0,0.0,0.0,2006.0,2.0,492.0
7,5,1680,0,1680,2,0,3,1,7,1,0,3994002,0.0,1650.0,1.0,0.0,1998.0,2.0,583.0
4,6,869,0,869,1,0,1,1,3,0,0,3798600,0.0,0.0,0.0,0.0,1948.0,1.0,390.0
7,5,885,833,1718,2,1,3,1,7,1,0,3992004,40.0,832.0,0.0,0.0,1998.0,2.0,427.0
6,6,525,567,1092,1,1,3,1,6,0,0,3892729,567.0,525.0,0.0,0.0,1973.0,1.0,264.0
3,3,715,0,715,1,0,2,1,4,0,0,3761550,0.0,715.0,0.0,0.0,1967.0,2.0,660.0
7,5,1560,0,1560,2,0,3,1,7,0,0,4012009,0.0,1560.0,0.0,0.0,2003.0,2.0,573.0
7,5,866,902,1768,2,1,3,1,7,0,0,4020025,0.0,866.0,0.0,0.0,2005.0,2.0,603.0
10,5,2290,0,2290,2,1,2,1,7,1,0,4028049,970.0,2320.0,2.0,0.0,2007.0,3.0,1174.0
7,5,848,750,1598,2,1,3,1,7,1,0,4018020,0.0,848.0,0.0,0.0,2004.0,2.0,433.0
5,7,990,0,990,1,0,3,1,5,0,0,3976036,0.0,990.0,1.0,0.0,1997.0,2.0,528.0
5,7,941,0,941,1,0,2,1,4,0,0,3912484,124.0,941.0,1.0,0.0,1978.0,2.0,564.0
6,8,751,611,1362,2,0,3,1,6,0,0,3838080,0.0,611.0,0.0,0.0,1920.0,2.0,502.0
6,5,940,750,1690,2,1,3,1,7,1,0,4000000,0.0,915.0,1.0,0.0,2000.0,2.0,442.0
6,5,1072,0,1072,1,0,2,1,5,0,0,4022030,80.0,547.0,1.0,0.0,2005.0,2.0,525.0
4,6,572,0,572,1,0,2,1,4,0,0,3753750,0.0,572.0,0.0,0.0,1940.0,1.0,200.0
7,5,1546,0,1546,2,0,3,1,7,0,0,4022030,204.0,1546.0,0.0,0.0,2005.0,3.0,796.0
7,5,1346,0,1346,2,0,3,1,6,1,0,4032064,60.0,1336.0,1.0,0.0,2008.0,3.0,660.0
6,5,1012,778,1790,1,2,4,1,8,1,0,3888784,288.0,732.0,1.0,0.0,1972.0,2.0,484.0
6,6,1026,0,1026,1,0,3,1,5,0,0,3912484,0.0,940.0,1.0,0.0,1981.0,2.0,576.0
7,5,1504,0,1504,2,0,3,1,6,1,0,3984016,196.0,1504.0,1.0,0.0,1996.0,2.0,478.0
5,5,1700,0,1700,1,1,4,1,6,1,0,3837681,0.0,1398.0,0.0,1.0,1959.0,2.0,447.0
3,3,864,0,864,1,0,2,1,5,0,0,3732300,0.0,864.0,1.0,0.0,0.0,0.0,0.0
6,8,1020,831,1851,2,1,3,1,7,1,0,3914252,340.0,822.0,0.0,0.0,1964.0,2.0,440.0
6,5,756,756,1512,2,1,2,1,4,0,0,4000000,513.0,756.0,1.0,0.0,2000.0,2.0,440.0
6,7,759,539,1298,2,0,2,1,8,1,0,3851605,0.0,651.0,0.0,0.0,1994.0,1.0,240.0
7,5,1673,0,1673,2,0,3,1,7,1,0,4000000,0.0,1673.0,1.0,0.0,2000.0,2.0,583.0
6,6,996,0,996,1,0,2,1,5,0,0,3968064,0.0,936.0,1.0,0.0,1992.0,2.0,564.0
6,8,816,408,1224,1,0,3,1,5,0,0,3903792,0.0,816.0,1.0,0.0,1950.0,1.0,280.0
4,6,840,534,1374,1,0,2,1,6,0,0,3744000,0.0,840.0,0.0,0.0,1967.0,1.0,338.0
5,6,936,780,1716,2,0,6,1,9,0,0,3824000,0.0,780.0,1.0,0.0,0.0,0.0,0.0
8,5,1690,1589,3279,3,1,4,1,12,1,0,4012009,603.0,1650.0,1.0,0.0,2003.0,3.0,841.0
7,5,1143,0,1143,1,1,3,1,5,0,0,4024036,0.0,1143.0,0.0,0.0,0.0,0.0,0.0
9,5,1652,0,1652,2,0,2,1,6,2,0,4026042,300.0,1652.0,1.0,0.0,2006.0,2.0,840.0
5,6,1054,0,1054,1,0,3,1,6,0,0,3880371,0.0,1046.0,0.0,0.0,1947.0,1.0,240.0
5,6,935,0,935,1,0,3,1,5,0,0,3861225,114.0,935.0,1.0,0.0,1965.0,1.0,288.0
4,5,1313,0,2377,2,0,3,1,8,1,0,3734250,0.0,1313.0,0.0,0.0,1954.0,2.0,528.0
5,7,1122,0,1122,1,0,2,1,6,0,0,3905740,0.0,924.0,1.0,0.0,1948.0,2.0,528.0
5,5,1180,0,1180,1,1,2,1,6,0,0,3880900,0.0,1180.0,0.0,0.0,1970.0,2.0,477.0
7,6,815,875,1690,1,0,3,1,7,1,0,3736200,0.0,815.0,0.0,0.0,1916.0,1.0,225.0
8,5,1370,0,1370,2,0,2,1,6,1,0,4024036,178.0,1370.0,0.0,0.0,2006.0,2.0,484.0
5,7,1486,0,1486,1,0,3,1,7,0,0,3926036,0.0,1486.0,1.0,0.0,1968.0,2.0,480.0
5,6,676,455,1131,1,1,3,1,5,0,0,3784950,0.0,676.0,0.0,0.0,1941.0,1.0,200.0
8,5,1565,1234,2799,2,1,3,1,8,1,0,3972049,420.0,1286.0,1.0,0.0,1993.0,3.0,704.0
7,5,728,728,1456,2,1,3,1,8,1,0,4024036,0.0,728.0,0.0,0.0,2006.0,2.0,440.0
8,5,1734,0,1734,2,0,2,1,6,0,0,3982020,0.0,1587.0,1.0,0.0,1995.0,2.0,528.0
9,5,1531,0,1531,2,0,2,1,6,1,0,4024036,122.0,1504.0,1.0,0.0,2006.0,3.0,700.0
8,5,1922,0,1922,2,0,2,1,6,1,0,4008004,886.0,1922.0,1.0,0.0,2002.0,3.0,692.0
5,5,1144,0,1144,1,0,3,1,6,1,0,3841600,69.0,1144.0,0.0,0.0,1960.0,1.0,336.0
7,7,1363,0,1363,1,0,2,1,5,2,0,3917770,0.0,1385.0,1.0,0.0,1954.0,2.0,439.0
9,5,1866,0,1866,2,0,2,1,7,1,0,4032064,492.0,1858.0,1.0,0.0,2008.0,3.0,870.0
3,4,1077,0,1077,1,0,3,1,6,1,0,3747900,0.0,1007.0,0.0,0.0,1922.0,1.0,210.0
8,5,1550,0,1550,2,1,2,1,5,0,0,4026042,0.0,1550.0,0.0,0.0,2007.0,2.0,528.0
7,5,1646,0,1646,2,0,2,1,5,1,0,4018020,174.0,1594.0,1.0,1.0,2004.0,2.0,482.0
7,5,1248,0,1248,2,0,2,1,5,0,0,4022030,16.0,1248.0,0.0,0.0,2005.0,2.0,438.0
7,5,1245,0,1245,2,0,1,1,5,0,0,4018020,0.0,1235.0,0.0,0.0,2004.0,2.0,495.0
6,5,1052,0,1052,1,0,3,1,6,0,0,3853369,203.0,1052.0,1.0,0.0,1963.0,1.0,311.0
6,6,1829,0,1829,2,0,4,1,8,0,0,3869089,120.0,1829.0,1.0,0.0,1967.0,2.0,535.0
4,7,952,0,952,1,0,2,1,4,0,0,3825936,0.0,952.0,0.0,0.0,1956.0,1.0,283.0
7,5,1480,0,1480,2,0,3,1,7,0,300,4024027,506.0,1480.0,1.0,0.0,2003.0,2.0,620.0
8,5,1844,0,1844,2,0,2,1,7,1,0,4022030,366.0,1844.0,1.0,0.0,2005.0,2.0,620.0
6,7,825,672,1497,2,0,3,1,5,0,0,3874000,0.0,825.0,0.0,0.0,2004.0,1.0,672.0
5,6,976,0,976,1,0,2,1,5,0,0,3786900,0.0,976.0,1.0,0.0,1942.0,1.0,215.0
5,7,964,0,964,1,0,2,1,5,0,0,3853526,0.0,876.0,1.0,0.0,1921.0,2.0,432.0
7,5,1501,0,1501,2,0,3,1,6,0,0,3996001,183.0,1490.0,1.0,0.0,1999.0,2.0,577.0
5,5,1560,0,1560,1,0,2,1,7,1,0,3825936,259.0,1150.0,0.0,0.0,1956.0,1.0,313.0
6,7,1440,1440,3395,2,0,8,2,14,0,0,3818430,0.0,1440.0,0.0,0.0,0.0,0.0,0.0
5,5,864,0,864,1,0,3,1,6,0,0,3833764,0.0,864.0,0.0,1.0,1958.0,1.0,399.0
7,5,1525,0,1525,2,0,3,1,6,0,0,4000000,244.0,1525.0,1.0,0.0,2000.0,2.0,541.0
5,6,1190,0,1190,1,0,3,1,6,0,0,3849444,120.0,1106.0,1.0,0.0,1962.0,2.0,540.0
8,5,1302,528,1830,2,1,3,1,7,0,0,4024036,0.0,1302.0,0.0,0.0,2006.0,3.0,859.0
7,5,1500,0,1500,2,0,3,1,6,0,0,4016016,210.0,1500.0,0.0,0.0,2004.0,2.0,570.0
7,5,878,884,1762,2,1,3,1,6,0,0,4008004,199.0,826.0,0.0,0.0,2002.0,2.0,591.0
7,8,1902,0,1902,2,0,3,1,7,2,0,3921918,0.0,1902.0,1.0,0.0,1959.0,2.0,567.0
8,5,1658,0,1658,2,1,3,1,7,1,0,4032064,294.0,1614.0,0.0,0.0,2008.0,3.0,726.0
9,5,1506,0,1506,2,0,2,1,6,1,0,4032064,284.0,1498.0,0.0,0.0,2008.0,2.0,592.0
5,7,899,0,899,1,0,3,1,5,0,0,3941868,89.0,864.0,0.0,0.0,1967.0,1.0,288.0
5,7,1001,653,1654,2,0,3,1,7,1,0,3825260,0.0,297.0,0.0,0.0,1955.0,1.0,336.0
5,7,912,0,912,1,0,2,1,5,0,0,3850350,0.0,520.0,0.0,0.0,1934.0,1.0,360.0
5,5,1373,0,1373,1,0,3,1,5,2,0,3912484,0.0,1319.0,1.0,0.0,1978.0,2.0,591.0
7,5,970,739,1709,2,0,3,1,7,0,0,4016016,50.0,970.0,0.0,0.0,2004.0,2.0,380.0
5,7,816,0,816,1,0,2,1,5,0,0,3747900,0.0,816.0,0.0,0.0,1922.0,1.0,100.0
6,5,1091,0,1091,1,0,2,1,5,0,700,3978028,0.0,384.0,0.0,1.0,1993.0,1.0,429.0
6,6,1081,0,1081,1,0,3,1,5,0,0,3906280,276.0,1081.0,1.0,0.0,1960.0,1.0,401.0
5,5,1020,0,1020,2,0,3,1,5,0,0,3861225,0.0,1024.0,0.0,0.0,1965.0,1.0,288.0
7,9,999,0,999,1,0,3,1,6,0,0,3935727,210.0,944.0,1.0,0.0,1961.0,2.0,588.0
4,3,1440,0,1440,2,0,4,2,8,0,0,3908529,0.0,1440.0,2.0,0.0,0.0,0.0,0.0
7,5,853,900,1753,2,1,3,1,7,1,0,3994002,290.0,853.0,1.0,0.0,1998.0,2.0,534.0
8,5,1116,848,1964,2,1,3,1,8,1,0,4022030,192.0,1100.0,0.0,0.0,2005.0,2.0,760.0
7,5,1141,0,1141,1,1,3,1,6,0,0,4024036,0.0,1141.0,1.0,0.0,2006.0,2.0,484.0
7,8,854,0,854,1,0,2,1,5,0,0,3859929,0.0,832.0,0.0,0.0,1991.0,2.0,576.0
6,7,885,297,1182,1,1,3,1,5,0,0,3792750,0.0,770.0,0.0,0.0,1945.0,1.0,378.0
9,5,1625,466,2091,2,1,3,1,8,1,0,4022030,385.0,1606.0,1.0,0.0,2005.0,2.0,521.0
4,7,985,0,985,1,0,2,1,4,0,0,3828480,0.0,576.0,0.0,1.0,1989.0,2.0,676.0
7,5,729,717,1446,2,1,3,1,6,1,0,3986012,0.0,729.0,0.0,1.0,1996.0,2.0,406.0
7,5,1156,866,2022,2,1,4,1,8,1,0,3908529,299.0,1160.0,0.0,0.0,1977.0,2.0,505.0
7,5,847,1101,1948,2,1,4,1,8,1,0,4018020,0.0,847.0,0.0,0.0,2004.0,2.0,434.0
8,5,786,804,1590,2,1,3,1,6,0,0,4032064,0.0,768.0,0.0,0.0,2008.0,2.0,676.0
7,5,847,1101,1948,2,1,4,1,8,1,0,4012009,16.0,847.0,0.0,0.0,2003.0,2.0,434.0
4,6,757,567,1324,1,0,3,1,6,0,0,3775200,0.0,672.0,0.0,0.0,1936.0,1.0,240.0
6,5,1425,0,1425,2,0,3,1,7,1,0,3857296,272.0,1425.0,0.0,0.0,1964.0,2.0,576.0
5,5,1422,915,2337,2,0,5,2,10,0,0,3705000,0.0,662.0,0.0,0.0,1945.0,2.0,560.0
5,7,908,0,908,1,0,2,1,4,0,0,3872240,0.0,822.0,0.0,0.0,1975.0,2.0,512.0
7,5,738,754,1492,2,1,3,1,8,0,0,4024036,0.0,738.0,0.0,0.0,2006.0,2.0,440.0
5,4,1150,0,1150,1,0,3,1,6,0,0,3845521,0.0,1150.0,0.0,0.0,1961.0,1.0,288.0
7,5,1080,1017,2097,2,1,3,1,9,1,0,3972049,0.0,1080.0,0.0,1.0,1993.0,3.0,678.0
5,6,1256,0,1256,1,1,3,1,6,0,0,3837681,0.0,1256.0,1.0,0.0,1959.0,1.0,311.0
8,5,1095,844,1939,2,1,3,1,8,1,0,4024036,0.0,1095.0,0.0,0.0,2006.0,3.0,1053.0
5,7,816,750,1566,1,1,5,1,7,0,0,3751800,145.0,816.0,0.0,0.0,1976.0,2.0,450.0
4,5,784,0,784,1,0,2,1,4,0,0,3822025,0.0,784.0,1.0,0.0,0.0,0.0,0.0
8,5,1500,0,1500,2,0,3,1,7,1,0,4024036,132.0,1489.0,0.0,0.0,2005.0,2.0,674.0
9,5,1850,0,1850,2,0,3,1,8,1,0,4018020,378.0,1833.0,1.0,0.0,2004.0,3.0,772.0
6,5,813,702,1515,2,1,3,1,8,1,0,4016016,0.0,789.0,0.0,0.0,2004.0,2.0,393.0
8,5,1537,0,1537,2,0,3,1,8,0,0,4026042,258.0,1518.0,1.0,0.0,2007.0,3.0,788.0
6,6,483,504,987,1,1,2,1,5,0,0,3888784,425.0,483.0,1.0,0.0,1972.0,1.0,288.0
7,5,1391,571,1962,2,1,3,1,7,0,0,4024036,0.0,1391.0,0.0,0.0,2006.0,3.0,868.0
5,6,1433,0,1433,1,0,3,1,7,1,0,3902390,0.0,1251.0,1.0,0.0,1961.0,2.0,441.0
6,5,848,0,848,1,0,1,1,3,0,0,4012009,170.0,848.0,1.0,0.0,2003.0,2.0,420.0
6,8,483,504,987,1,1,2,1,5,0,0,3957804,510.0,483.0,0.0,0.0,1972.0,1.0,264.0
4,6,845,0,845,1,0,2,1,4,0,0,3975892,0.0,845.0,1.0,0.0,1987.0,2.0,360.0
7,7,952,596,1548,2,1,3,1,5,0,0,3863475,0.0,952.0,0.0,0.0,1978.0,2.0,672.0
6,3,2515,0,2515,3,0,4,2,9,2,0,3865075,0.0,2035.0,1.0,0.0,1975.0,2.0,484.0
8,5,1694,0,1694,2,0,3,1,7,1,0,4026042,302.0,1694.0,0.0,0.0,2006.0,3.0,856.0
8,5,1602,0,1602,2,0,3,1,7,1,0,4028049,180.0,1578.0,1.0,0.0,2007.0,3.0,810.0
9,5,1684,0,1684,2,0,2,1,6,1,0,4020025,616.0,1684.0,0.0,0.0,2005.0,2.0,564.0
6,5,918,765,1683,2,1,3,1,7,1,0,3912484,92.0,918.0,0.0,0.0,1978.0,2.0,440.0
5,6,1188,561,1869,1,0,2,1,7,0,0,3772440,0.0,1088.0,0.0,0.0,1963.0,2.0,456.0
6,6,1432,0,1432,1,0,3,1,6,1,0,3749850,0.0,1022.0,0.0,0.0,1923.0,1.0,216.0
7,5,1414,0,1414,2,0,3,1,6,0,0,4016016,98.0,1414.0,0.0,0.0,2004.0,2.0,494.0
8,5,1358,0,1358,1,1,1,1,5,1,0,4008004,0.0,1348.0,1.0,0.0,2002.0,2.0,418.0
8,5,1496,0,1496,2,0,3,1,7,0,0,4028049,140.0,1496.0,0.0,0.0,2007.0,2.0,474.0
6,5,932,0,932,1,0,2,1,4,1,0,3802500,0.0,932.0,0.0,0.0,1950.0,1.0,306.0
3,4,1040,0,1040,2,0,2,2,6,0,0,3802500,0.0,0.0,0.0,0.0,1987.0,2.0,400.0
5,5,1072,0,1072,1,0,2,1,5,0,0,3753750,0.0,1072.0,1.0,0.0,1982.0,5.0,1184.0
4,5,864,0,864,1,0,3,1,5,0,0,3888784,0.0,864.0,0.0,0.0,1980.0,2.0,576.0
8,5,997,1288,2285,2,1,4,1,8,1,0,4000000,72.0,969.0,0.0,0.0,2000.0,3.0,648.0
5,5,1117,0,1117,1,0,3,1,6,0,0,3853369,0.0,1117.0,0.0,0.0,1963.0,1.0,264.0
6,5,848,0,848,1,0,1,1,4,0,0,4012009,170.0,848.0,1.0,0.0,2003.0,2.0,420.0
5,5,1048,0,1048,1,0,3,1,6,0,0,3825936,120.0,1048.0,1.0,0.0,1956.0,1.0,286.0
4,6,936,0,936,1,0,2,1,4,0,0,3876961,72.0,936.0,0.0,0.0,1969.0,1.0,288.0
5,7,1283,0,1283,1,0,3,1,6,0,0,3884760,0.0,931.0,1.0,0.0,1980.0,2.0,506.0
