Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Half Bath,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Garage Area,bed_full_bath
8,5,1095,844,1939,1,1,8,1,0,4024036,0.0,1095.0,0.0,1053.0,6.0
5,7,816,750,1566,1,1,7,0,0,3751800,145.0,816.0,0.0,450.0,5.0
4,5,784,0,784,0,1,4,0,0,3822025,0.0,784.0,1.0,0.0,2.0
8,5,1500,0,1500,0,1,7,1,0,4024036,132.0,1489.0,0.0,674.0,6.0
9,5,1850,0,1850,0,1,8,1,0,4018020,378.0,1833.0,1.0,772.0,6.0
6,5,813,702,1515,1,1,8,1,0,4016016,0.0,789.0,0.0,393.0,6.0
8,5,1537,0,1537,0,1,8,0,0,4026042,258.0,1518.0,1.0,788.0,6.0
6,6,483,504,987,1,1,5,0,0,3888784,425.0,483.0,1.0,288.0,2.0
7,5,1391,571,1962,1,1,7,0,0,4024036,0.0,1391.0,0.0,868.0,6.0
5,6,1433,0,1433,0,1,7,1,0,3902390,0.0,1251.0,1.0,441.0,3.0
6,5,848,0,848,0,1,3,0,0,4012009,170.0,848.0,1.0,420.0,1.0
6,8,483,504,987,1,1,5,0,0,3957804,510.0,483.0,0.0,264.0,2.0
4,6,845,0,845,0,1,4,0,0,3975892,0.0,845.0,1.0,360.0,2.0
7,7,952,596,1548,1,1,5,0,0,3863475,0.0,952.0,0.0,672.0,6.0
6,3,2515,0,2515,0,2,9,2,0,3865075,0.0,2035.0,1.0,484.0,12.0
8,5,1694,0,1694,0,1,7,1,0,4026042,302.0,1694.0,0.0,856.0,6.0
8,5,1602,0,1602,0,1,7,1,0,4028049,180.0,1578.0,1.0,810.0,6.0
9,5,1684,0,1684,0,1,6,1,0,4020025,616.0,1684.0,0.0,564.0,4.0
6,5,918,765,1683,1,1,7,1,0,3912484,92.0,918.0,0.0,440.0,6.0
5,6,1188,561,1869,0,1,7,0,0,3772440,0.0,1088.0,0.0,456.0,2.0
6,6,1432,0,1432,0,1,6,1,0,3749850,0.0,1022.0,0.0,216.0,3.0
7,5,1414,0,1414,0,1,6,0,0,4016016,98.0,1414.0,0.0,494.0,6.0
8,5,1358,0,1358,1,1,5,1,0,4008004,0.0,1348.0,1.0,418.0,1.0
8,5,1496,0,1496,0,1,7,0,0,4028049,140.0,1496.0,0.0,474.0,6.0
6,5,932,0,932,0,1,4,1,0,3802500,0.0,932.0,0.0,306.0,2.0
3,4,1040,0,1040,0,2,6,0,0,3802500,0.0,0.0,0.0,400.0,4.0
5,5,1072,0,1072,0,1,5,0,0,3753750,0.0,1072.0,1.0,1184.0,2.0
4,5,864,0,864,0,1,5,0,0,3888784,0.0,864.0,0.0,576.0,3.0
8,5,997,1288,2285,1,1,8,1,0,4000000,72.0,969.0,0.0,648.0,8.0
5,5,1117,0,1117,0,1,6,0,0,3853369,0.0,1117.0,0.0,264.0,3.0
6,5,848,0,848,0,1,4,0,0,4012009,170.0,848.0,1.0,420.0,1.0
5,5,1048,0,1048,0,1,6,0,0,3825936,120.0,1048.0,1.0,286.0,3.0
4,6,936,0,936,0,1,4,0,0,3876961,72.0,936.0,0.0,288.0,2.0
5,7,1283,0,1283,0,1,6,0,0,3884760,0.0,931.0,1.0,506.0,3.0
4,4,1120,468,1588,0,1,7,1,0,3837681,0.0,0.0,0.0,680.0,8.0
10,5,2042,0,2042,0,1,8,1,0,4026042,250.0,1742.0,1.0,724.0,6.0
8,5,1203,1323,2526,1,1,8,1,0,3976036,391.0,1165.0,1.0,844.0,8.0
7,5,988,885,1873,1,1,7,1,0,3996001,0.0,988.0,0.0,597.0,6.0
6,8,940,476,1416,0,1,7,0,0,3807600,0.0,780.0,0.0,400.0,3.0
6,5,953,711,1664,1,1,7,1,0,4000000,0.0,953.0,0.0,460.0,6.0
7,5,1428,0,1428,0,1,6,0,0,4030056,0.0,1428.0,0.0,480.0,6.0
9,5,1792,0,1792,0,1,6,1,0,4022030,430.0,1792.0,1.0,925.0,4.0
6,5,1093,1721,2814,1,1,9,1,0,3993990,190.0,1077.0,0.0,614.0,8.0
5,4,819,0,819,0,1,4,0,0,3742050,0.0,610.0,0.0,0.0,2.0
3,3,808,536,1344,0,2,8,0,0,3734250,0.0,536.0,0.0,0.0,6.0
6,6,1378,741,2119,1,1,7,1,0,3888784,333.0,689.0,0.0,583.0,6.0
5,5,1072,213,1285,0,1,6,0,0,3897948,0.0,672.0,1.0,240.0,2.0
7,5,1433,0,1433,1,1,4,2,0,3948169,177.0,1433.0,1.0,528.0,1.0
8,8,1496,636,2132,1,1,5,1,0,3983847,0.0,1496.0,1.0,612.0,1.0
6,7,1357,0,1357,0,1,5,1,0,3929754,84.0,1019.0,1.0,312.0,2.0
7,7,2196,0,2196,0,1,7,1,0,3962090,234.0,2158.0,0.0,701.0,6.0
5,6,616,688,1304,1,1,4,1,0,3904576,0.0,264.0,0.0,336.0,3.0
8,5,938,1215,2358,0,1,8,0,0,3719664,0.0,684.0,0.0,0.0,8.0
8,5,2726,0,2726,1,1,6,1,0,3944196,0.0,279.0,0.0,691.0,4.0
7,5,939,858,1797,1,1,8,0,0,4024036,0.0,939.0,0.0,639.0,6.0
5,7,1040,0,1040,0,1,5,0,0,3802500,0.0,0.0,0.0,625.0,2.0
5,5,789,0,789,0,1,5,0,0,3798600,0.0,789.0,0.0,250.0,2.0
7,5,1143,0,1143,1,1,5,1,0,4016016,0.0,1143.0,0.0,588.0,1.0
6,7,1489,0,1489,0,1,7,1,0,3873024,0.0,1489.0,0.0,462.0,6.0
8,5,1004,848,1852,1,1,7,2,0,3998000,320.0,1004.0,0.0,660.0,6.0
4,5,960,0,960,0,1,5,0,0,3833764,0.0,960.0,0.0,0.0,3.0
5,7,768,0,768,0,1,5,0,0,3880900,0.0,768.0,1.0,624.0,2.0
6,6,1124,0,1124,0,1,6,1,0,3900264,0.0,1124.0,1.0,353.0,3.0
6,5,612,612,1224,1,1,4,0,0,4036081,76.0,612.0,0.0,528.0,4.0
6,5,1100,0,1100,1,1,6,0,0,4026042,0.0,1100.0,0.0,0.0,3.0
6,6,1019,537,1556,0,1,6,1,0,3800550,340.0,782.0,0.0,470.0,6.0
6,6,1356,0,1356,0,1,6,1,0,3908529,0.0,1244.0,2.0,528.0,6.0
6,8,1262,0,1262,0,1,6,1,0,3904576,0.0,1262.0,0.0,460.0,6.0
7,6,827,834,1661,1,1,6,1,0,3984016,0.0,799.0,1.0,550.0,6.0
7,5,945,912,1857,1,1,8,1,0,3912484,68.0,945.0,0.0,482.0,8.0
3,3,666,0,666,0,1,4,0,0,3794700,0.0,666.0,0.0,0.0,2.0
6,5,1117,864,1981,1,1,8,1,0,3940176,288.0,1117.0,1.0,522.0,8.0
5,6,901,450,1351,0,1,7,1,0,3753750,0.0,901.0,1.0,576.0,3.0
5,5,1005,0,1005,0,1,6,1,0,3825936,0.0,1005.0,0.0,319.0,2.0
6,7,1584,1208,2792,0,1,8,2,1150,3744000,0.0,1510.0,0.0,520.0,10.0
5,7,925,550,1475,0,1,6,1,0,3904576,0.0,550.0,0.0,336.0,8.0
8,5,1978,0,1978,1,1,8,1,0,4012009,320.0,1978.0,1.0,850.0,6.0
8,5,1606,0,1606,0,1,6,1,0,4024036,383.0,1598.0,0.0,871.0,6.0
6,5,1158,0,1158,1,1,5,0,0,4016016,0.0,1158.0,0.0,0.0,3.0
8,5,1822,0,1822,0,1,8,1,0,4022030,240.0,1822.0,0.0,678.0,6.0
6,5,2259,0,2259,0,1,7,2,0,3814209,184.0,1809.0,1.0,450.0,6.0
6,7,915,720,1635,1,1,6,1,0,3749850,0.0,1065.0,0.0,440.0,3.0
5,6,1002,0,1002,0,1,5,0,0,3880900,76.0,1002.0,1.0,902.0,3.0
6,5,616,796,1412,1,1,6,1,0,4026042,0.0,616.0,0.0,432.0,6.0
5,5,1728,0,1728,0,2,10,0,0,3861225,0.0,1728.0,0.0,576.0,12.0
7,5,1290,0,1290,0,1,6,1,0,4028049,0.0,1282.0,1.0,662.0,4.0
10,5,2046,0,2046,1,1,7,2,0,4022030,400.0,1994.0,1.0,878.0,4.0
6,5,742,729,1471,1,1,6,0,0,3996001,894.0,729.0,0.0,440.0,6.0
6,7,1548,1066,2614,1,1,9,1,0,3942078,0.0,1522.0,0.0,624.0,8.0
8,5,1580,886,2466,0,1,8,1,0,4018020,0.0,1580.0,0.0,610.0,12.0
8,5,1466,0,1466,0,1,7,0,0,4028049,0.0,1466.0,0.0,610.0,6.0
5,6,969,0,969,1,1,5,0,0,3900625,0.0,969.0,0.0,440.0,3.0
7,6,1664,0,1664,0,1,7,1,0,3926330,67.0,1529.0,1.0,663.0,6.0
6,5,1691,0,1691,0,1,5,0,0,3869089,0.0,1680.0,1.0,550.0,2.0
7,5,1208,0,1208,0,1,6,0,0,4028049,108.0,1208.0,1.0,628.0,4.0
5,6,1052,0,1052,1,1,6,1,0,3869089,172.0,1052.0,0.0,668.0,3.0
6,5,972,605,1577,0,1,6,1,0,3781050,0.0,972.0,0.0,312.0,3.0
5,6,909,0,909,0,1,5,0,0,3873024,90.0,882.0,0.0,294.0,3.0
9,5,1838,0,1838,0,1,9,1,0,4022030,382.0,1838.0,1.0,682.0,6.0
6,6,686,702,1388,1,1,6,0,0,3908529,62.0,675.0,0.0,317.0,3.0
5,5,1867,0,1867,0,1,7,3,0,3896315,0.0,1617.0,1.0,303.0,2.0
5,5,1301,0,1301,0,1,5,0,0,3751800,0.0,1145.0,0.0,440.0,2.0
6,6,1251,0,1251,0,1,6,2,700,3857296,425.0,1251.0,1.0,461.0,3.0
7,5,1444,0,1444,0,1,6,0,0,4006002,68.0,1431.0,1.0,577.0,6.0
8,5,1453,1357,2810,1,1,9,1,0,3960100,336.0,1453.0,0.0,750.0,8.0
6,5,923,0,923,0,1,5,1,0,3920400,0.0,923.0,0.0,264.0,4.0
8,5,1210,1242,2452,1,1,9,1,0,3994002,0.0,1028.0,0.0,683.0,8.0
4,5,1224,0,1224,0,2,8,0,0,3857296,0.0,0.0,0.0,530.0,4.0
6,5,1337,0,1337,0,1,5,0,0,3992004,443.0,1237.0,1.0,405.0,4.0
5,5,1701,0,1701,0,1,6,2,0,3912475,0.0,1390.0,1.0,611.0,6.0
4,5,1093,576,1669,1,1,9,0,0,3751800,0.0,1093.0,0.0,288.0,4.0
6,6,952,0,952,0,1,5,0,0,3873024,86.0,952.0,1.0,288.0,3.0
5,5,922,0,922,0,1,5,0,0,3829849,0.0,922.0,1.0,308.0,2.0
5,5,1126,0,1126,0,1,5,1,0,3908529,0.0,1126.0,1.0,484.0,6.0
8,5,1280,0,1280,0,1,5,0,0,3968064,0.0,1280.0,0.0,506.0,4.0
5,5,914,0,914,0,1,5,0,0,3943940,32.0,914.0,0.0,368.0,3.0
7,5,1368,0,1368,0,2,8,0,0,3988009,200.0,1288.0,2.0,784.0,4.0
6,7,753,741,1494,0,1,7,2,0,3786900,0.0,771.0,0.0,213.0,3.0
8,5,1534,0,1534,0,1,7,1,0,4024036,248.0,1524.0,0.0,484.0,6.0
5,6,994,588,1582,0,1,6,1,0,3779100,0.0,952.0,0.0,250.0,6.0
7,5,1699,1523,3222,0,1,11,2,0,3960100,0.0,1673.0,1.0,594.0,15.0
6,6,1516,0,1516,1,1,6,0,0,3857296,180.0,1516.0,0.0,472.0,3.0
5,7,1032,0,1032,0,1,6,1,0,3773250,0.0,0.0,0.0,260.0,2.0
3,1,1588,0,1588,0,1,6,0,0,3882408,0.0,448.0,0.0,0.0,10.0
7,5,1316,0,1316,0,1,6,1,0,4028049,0.0,1316.0,0.0,440.0,6.0
7,5,1528,0,1528,2,1,6,1,0,4028049,0.0,1528.0,0.0,480.0,9.0
5,6,928,928,2168,0,1,11,0,0,3786700,0.0,760.0,0.0,576.0,10.0
5,5,1081,341,1422,0,1,7,1,0,3806401,41.0,806.0,1.0,288.0,3.0
4,5,990,0,990,0,1,5,0,0,3978030,0.0,990.0,1.0,0.0,3.0
6,5,1324,0,1324,0,1,6,1,0,3861225,101.0,1088.0,0.0,440.0,6.0
6,5,948,742,1690,1,1,7,1,0,4000000,0.0,924.0,0.0,463.0,6.0
5,7,825,0,825,0,1,4,0,0,3900225,0.0,825.0,1.0,720.0,2.0
6,6,829,727,1556,1,1,8,0,0,3873024,0.0,727.0,0.0,441.0,4.0
6,5,1152,645,1797,1,1,7,1,0,3974042,0.0,1152.0,1.0,616.0,6.0
5,6,1056,0,1056,0,1,6,1,0,3873024,0.0,1056.0,1.0,304.0,3.0
10,9,1518,1518,3608,1,1,12,2,0,3770756,0.0,1107.0,0.0,840.0,8.0
8,5,1778,0,1778,0,1,5,1,0,4022030,473.0,1573.0,2.0,495.0,4.0
4,5,864,0,864,0,1,5,1,0,3884841,0.0,864.0,0.0,0.0,3.0
7,5,1221,0,1221,0,1,6,0,0,4018020,0.0,1221.0,1.0,400.0,4.0
6,8,740,125,865,0,1,4,1,0,3830400,0.0,660.0,1.0,216.0,2.0
7,5,520,623,1223,1,1,4,0,0,4020025,0.0,600.0,0.0,480.0,4.0
7,5,713,739,1452,1,1,6,0,0,3996001,218.0,691.0,1.0,506.0,6.0
5,6,880,428,1308,0,1,6,0,0,3787870,0.0,880.0,0.0,400.0,4.0
7,5,744,630,1374,1,1,7,0,0,4016016,0.0,384.0,0.0,400.0,6.0
7,5,1504,0,1504,0,1,7,1,0,4022030,14.0,1346.0,0.0,437.0,4.0
6,5,754,630,1384,1,1,7,1,0,3988009,0.0,384.0,0.0,390.0,6.0
5,6,1411,0,1411,0,1,7,1,0,3861125,0.0,1204.0,0.0,310.0,3.0
5,6,970,0,970,0,1,5,0,0,3853369,0.0,970.0,1.0,624.0,2.0
5,8,904,0,904,0,1,5,0,0,3880900,0.0,864.0,0.0,912.0,3.0
5,6,1100,1133,2233,1,2,11,0,0,3916441,0.0,0.0,0.0,579.0,10.0
4,8,875,0,875,0,1,5,0,0,3955832,0.0,385.0,0.0,728.0,3.0
6,8,520,0,754,0,1,5,0,0,3835170,0.0,520.0,1.0,0.0,2.0
4,6,1663,0,1663,0,1,6,2,0,3896276,0.0,1364.0,1.0,529.0,2.0
5,6,925,0,925,0,1,5,0,0,3861225,0.0,925.0,0.0,429.0,2.0
5,7,976,332,1308,1,1,7,2,0,3783000,0.0,728.0,1.0,256.0,2.0
5,5,1375,0,1375,0,1,6,1,0,3908088,0.0,1240.0,1.0,323.0,3.0
8,5,1217,1168,2385,1,1,7,1,0,4012009,280.0,1317.0,1.0,818.0,6.0
5,5,896,896,1792,2,2,8,0,0,3896676,0.0,896.0,0.0,480.0,8.0
8,5,2464,0,2464,1,1,9,1,0,4028049,554.0,2418.0,1.0,650.0,8.0
7,5,1569,0,1569,0,1,7,1,0,4028049,130.0,1386.0,0.0,660.0,2.0
9,5,1680,0,1680,1,1,8,1,0,4036081,242.0,1555.0,1.0,1138.0,1.0
7,5,1337,0,1337,0,1,6,0,0,4012009,0.0,1337.0,1.0,531.0,6.0
6,8,816,0,816,0,1,4,1,0,3771300,0.0,816.0,1.0,240.0,2.0
7,5,1541,0,1541,0,1,7,1,0,4020025,226.0,1541.0,0.0,532.0,6.0
4,7,989,584,1573,0,1,6,0,0,3860325,0.0,884.0,0.0,240.0,3.0
4,7,832,629,1461,0,1,6,0,0,3890204,0.0,832.0,0.0,384.0,8.0
6,5,2048,0,2048,0,2,9,0,0,3904576,0.0,1958.0,0.0,776.0,15.0
6,5,910,732,1642,1,1,7,1,0,3974042,0.0,903.0,0.0,392.0,6.0
6,7,868,602,1470,1,1,6,0,0,3832468,0.0,738.0,0.0,624.0,2.0
6,5,957,1342,2299,1,1,7,1,0,4003997,0.0,938.0,0.0,482.0,15.0
7,5,884,1151,2035,1,1,8,1,0,4004001,180.0,884.0,0.0,434.0,6.0
5,5,999,0,999,0,1,6,0,0,3849444,0.0,925.0,1.0,300.0,3.0
8,5,1378,0,1378,0,1,6,1,0,4016016,0.0,1378.0,1.0,540.0,4.0
5,7,793,325,1118,0,1,5,1,0,3781050,0.0,793.0,1.0,410.0,3.0
4,4,1440,0,1440,0,2,8,0,0,3822025,270.0,1440.0,0.0,0.0,8.0
5,7,1134,0,1134,0,1,6,0,0,3923920,45.0,1010.0,0.0,254.0,2.0
6,7,1053,795,1848,1,1,8,1,0,3846000,0.0,833.0,0.0,370.0,4.0
6,5,1390,304,1694,0,1,7,1,0,3753750,0.0,1181.0,0.0,576.0,8.0
4,7,901,0,901,0,1,4,0,0,3908000,0.0,901.0,0.0,281.0,2.0
6,5,861,548,1409,1,1,6,1,0,3779100,0.0,861.0,1.0,528.0,3.0
6,5,1656,0,1656,0,1,7,2,0,3841600,112.0,1080.0,1.0,528.0,3.0
10,5,1742,590,2332,1,1,9,1,0,4030056,272.0,1682.0,1.0,846.0,6.0
5,7,1113,0,1113,0,1,5,1,0,3913650,0.0,1113.0,0.0,264.0,3.0
6,8,1232,0,1232,0,1,6,1,0,3832000,0.0,816.0,0.0,440.0,3.0
9,5,1950,0,1950,0,1,7,1,0,4028049,480.0,1950.0,1.0,706.0,4.0
7,5,1872,0,1872,0,1,6,1,0,3952144,102.0,1845.0,0.0,604.0,6.0
6,6,676,588,1264,0,1,6,0,400,3818430,0.0,676.0,0.0,400.0,3.0
8,5,1168,1332,2500,1,1,9,1,0,4020025,130.0,1168.0,0.0,683.0,15.0
5,6,784,0,784,0,1,5,0,0,3751800,0.0,784.0,1.0,0.0,2.0
2,4,612,0,612,0,1,4,0,0,3783000,0.0,0.0,0.0,308.0,1.0
7,7,1207,1196,2403,0,1,10,2,0,3783000,0.0,1032.0,0.0,349.0,8.0
6,5,1644,0,1644,0,1,7,2,0,3814209,238.0,1416.0,1.0,418.0,3.0
7,5,860,869,1729,1,1,7,0,0,4008004,214.0,860.0,0.0,542.0,6.0
5,3,879,0,879,0,1,4,0,0,3775200,0.0,830.0,0.0,180.0,2.0
5,7,864,0,864,0,1,5,0,0,3890450,0.0,864.0,1.0,572.0,2.0
6,5,1196,0,1196,0,1,6,1,0,3825936,74.0,1196.0,1.0,297.0,2.0
6,7,672,728,1400,1,1,6,1,0,3912484,203.0,672.0,0.0,440.0,3.0
4,5,755,755,1510,0,1,7,1,0,3783000,0.0,755.0,1.0,296.0,4.0
4,7,694,600,1294,0,2,7,0,0,3800000,0.0,0.0,0.0,0.0,6.0
7,5,1240,0,1240,0,1,5,0,0,4024036,0.0,1240.0,0.0,826.0,4.0
5,4,988,0,988,0,1,6,0,0,3849444,51.0,988.0,1.0,624.0,3.0
5,5,1560,0,1560,0,2,8,0,0,3873024,0.0,1560.0,0.0,792.0,8.0
5,5,1368,0,1368,0,1,6,0,900,3802500,0.0,1078.0,1.0,195.0,3.0
7,5,1484,0,1484,0,1,7,0,0,4018020,109.0,1473.0,1.0,606.0,6.0
8,5,1226,0,1226,0,1,4,1,0,3920400,0.0,1226.0,1.0,484.0,1.0
6,6,1169,0,1169,0,1,6,1,0,3974042,112.0,1160.0,0.0,402.0,6.0
7,5,1035,616,1651,0,1,6,2,0,3924037,364.0,725.0,0.0,276.0,8.0
4,6,816,0,816,0,1,3,1,0,3794604,0.0,816.0,1.0,288.0,2.0
7,6,1564,0,1564,0,1,6,0,0,4028049,212.0,1564.0,0.0,814.0,6.0
6,7,1221,691,1912,0,2,7,1,0,3810000,0.0,482.0,0.0,672.0,6.0
7,5,1525,0,1525,1,1,6,1,0,4024036,0.0,1510.0,0.0,534.0,6.0
6,5,728,728,1456,1,1,8,1,0,4022030,0.0,728.0,0.0,390.0,6.0
5,8,665,665,1330,0,1,7,0,0,3827640,0.0,396.0,0.0,390.0,3.0
7,5,840,880,1720,1,1,7,1,0,4010006,0.0,840.0,0.0,400.0,6.0
5,6,1280,0,1280,0,1,6,1,0,3865156,87.0,793.0,0.0,432.0,6.0
8,5,1179,0,1179,0,1,5,0,0,3952144,0.0,1166.0,1.0,480.0,4.0
5,7,960,0,960,0,1,5,0,0,3813480,0.0,850.0,0.0,576.0,2.0
10,5,2633,0,2633,1,1,8,2,0,4006002,705.0,2633.0,1.0,804.0,4.0
6,8,988,0,988,0,1,6,0,0,3914082,0.0,988.0,1.0,297.0,6.0
7,7,1055,0,1055,0,1,4,0,0,3912484,0.0,1061.0,0.0,319.0,4.0
5,5,1422,0,1422,0,1,6,0,0,3755700,0.0,1290.0,0.0,352.0,3.0
6,5,630,690,1320,1,1,5,0,0,3974042,0.0,630.0,0.0,484.0,6.0
7,6,1688,0,1688,0,1,6,1,0,3952144,102.0,1675.0,1.0,528.0,4.0
7,5,1341,0,1341,1,1,5,1,0,3960100,0.0,1300.0,1.0,506.0,2.0
5,5,954,0,954,0,1,6,0,0,3904576,0.0,911.0,0.0,576.0,3.0
3,4,1040,0,1040,0,2,6,0,0,3800550,340.0,0.0,0.0,400.0,4.0
7,5,872,917,1789,1,1,7,1,0,4004001,513.0,858.0,1.0,546.0,6.0
6,9,1537,0,1537,1,1,7,1,0,3933810,237.0,1319.0,1.0,462.0,3.0
5,6,884,0,884,0,1,4,0,0,3884441,0.0,884.0,1.0,270.0,2.0
8,5,1489,0,1489,0,1,7,1,0,4024036,0.0,1489.0,0.0,776.0,6.0
6,6,1309,0,1309,1,1,5,1,0,3946026,99.0,1040.0,1.0,484.0,3.0
6,4,1291,1230,2521,1,1,10,1,0,3892729,0.0,942.0,1.0,576.0,10.0
8,5,1634,0,1634,0,1,7,1,0,4024036,248.0,1626.0,0.0,866.0,6.0
7,5,980,734,1714,1,1,7,1,500,3952144,42.0,980.0,0.0,496.0,6.0
7,8,1312,1142,2454,0,1,8,1,0,3733573,0.0,819.0,0.0,576.0,6.0
6,5,1216,0,1216,0,1,5,0,0,3876961,200.0,1216.0,1.0,336.0,3.0
8,6,1419,0,1419,0,1,7,1,0,4028049,0.0,1419.0,1.0,567.0,4.0
6,5,980,0,980,0,0,4,0,0,3900625,250.0,945.0,0.0,0.0,8.0
6,5,769,804,1573,1,1,4,0,0,4000000,216.0,756.0,0.0,440.0,6.0
6,5,1158,1285,2443,1,1,9,1,0,4016016,353.0,1158.0,0.0,744.0,8.0
8,5,1220,1142,2362,1,1,8,2,0,3992004,0.0,1220.0,1.0,1105.0,6.0
10,9,1521,1254,2775,1,1,9,1,0,3786000,0.0,1237.0,0.0,880.0,9.0
8,8,2014,0,2014,0,1,6,2,0,3920400,115.0,2014.0,1.0,864.0,4.0
7,5,1214,1306,2520,1,1,9,1,0,3980025,290.0,1203.0,0.0,721.0,8.0
6,6,1494,0,1494,0,1,7,2,0,3951948,250.0,1208.0,1.0,461.0,6.0
5,7,616,0,616,0,1,4,0,0,3745950,0.0,616.0,0.0,205.0,2.0
6,5,789,676,1465,1,1,7,1,0,3992004,0.0,789.0,0.0,393.0,6.0
8,5,1629,0,1629,0,1,7,1,0,4014012,296.0,3206.0,1.0,880.0,6.0
5,5,912,0,912,0,1,5,0,0,3833764,1.0,912.0,0.0,275.0,2.0
7,5,1552,0,1552,0,1,7,0,0,4022030,196.0,1552.0,0.0,782.0,6.0
7,5,1430,0,1430,0,1,6,0,0,4006002,0.0,1413.0,0.0,605.0,6.0
6,5,729,729,1458,1,1,5,1,0,3996001,1129.0,729.0,0.0,440.0,4.0
6,6,1488,0,1488,0,1,7,2,0,3873024,0.0,1488.0,0.0,552.0,6.0
7,5,770,812,1582,1,1,6,0,0,4016016,0.0,770.0,0.0,520.0,6.0
4,6,864,0,864,0,1,5,0,500,3880900,0.0,864.0,0.0,660.0,3.0
5,5,734,1104,1838,1,1,7,1,0,4020025,0.0,732.0,0.0,372.0,8.0
5,9,816,0,816,0,1,5,1,0,3979856,0.0,816.0,0.0,264.0,3.0
4,3,1088,441,1529,0,1,9,0,0,3792750,0.0,0.0,0.0,240.0,8.0
9,5,2276,0,2276,0,1,7,2,0,4032064,554.0,2271.0,1.0,1348.0,6.0
5,2,1077,0,1077,0,1,6,0,0,3744000,0.0,961.0,0.0,338.0,2.0
8,5,1610,551,2161,1,1,8,1,0,4028049,300.0,1582.0,1.0,789.0,3.0
7,5,1409,0,1409,1,1,4,1,0,4008004,0.0,1409.0,1.0,576.0,1.0
5,5,1114,0,1114,1,1,6,0,0,4016016,0.0,1114.0,1.0,576.0,3.0
5,7,1073,0,1073,1,1,6,0,0,3861225,168.0,1073.0,1.0,515.0,3.0
10,5,2402,0,2402,0,1,10,2,0,4032064,200.0,3094.0,1.0,672.0,4.0
6,6,1232,0,1232,0,1,6,0,0,3936256,0.0,1232.0,0.0,516.0,6.0
6,8,1440,0,1440,0,2,8,0,0,3972049,0.0,1344.0,2.0,920.0,4.0
6,5,1488,0,1488,1,1,6,1,0,3802500,44.0,1488.0,0.0,738.0,6.0
7,5,807,702,1509,1,1,8,1,0,4012009,0.0,783.0,0.0,393.0,6.0
5,6,845,0,845,0,1,6,0,0,3973910,0.0,845.0,0.0,264.0,3.0
10,5,1426,1519,2945,1,1,10,1,0,4024036,1031.0,1410.0,0.0,641.0,9.0
6,5,1431,0,1431,0,1,6,1,0,3849444,305.0,1099.0,0.0,296.0,3.0
5,5,892,0,892,0,1,5,0,0,3869089,60.0,892.0,0.0,288.0,3.0
7,6,1329,0,1329,1,1,5,2,0,3841600,128.0,1329.0,0.0,441.0,3.0
5,4,1779,0,1779,1,1,6,1,0,3859170,0.0,1763.0,1.0,454.0,3.0
7,5,1555,0,1555,0,1,7,1,0,4028049,130.0,1373.0,0.0,660.0,4.0
6,6,788,448,1236,0,1,6,1,0,3753750,0.0,768.0,1.0,384.0,6.0
7,5,873,778,1651,1,1,7,1,0,3996001,0.0,831.0,0.0,450.0,6.0
5,8,886,0,886,0,1,4,0,0,3868248,0.0,190.0,0.0,273.0,2.0
6,5,1700,0,1700,0,1,7,0,0,4012009,120.0,1682.0,1.0,544.0,6.0
6,6,1168,678,1846,0,1,7,1,0,3800550,320.0,1040.0,0.0,315.0,6.0
5,5,1252,668,1920,0,1,8,1,0,3833764,0.0,1052.0,1.0,451.0,8.0
4,6,1088,0,1088,0,1,4,0,0,3853369,20.0,1088.0,0.0,520.0,2.0
4,5,1362,0,1362,0,1,6,1,0,3829849,160.0,1040.0,1.0,768.0,3.0
6,5,1314,0,1314,0,1,6,1,0,4024036,0.0,1314.0,0.0,440.0,6.0
6,5,1294,0,1294,0,1,6,0,0,3964081,88.0,1278.0,1.0,496.0,6.0
7,5,1274,0,1274,0,1,6,0,0,4024035,80.0,1274.0,1.0,508.0,6.0
7,6,1689,0,1689,0,1,7,0,0,4028049,0.0,1689.0,0.0,954.0,6.0
9,5,1641,0,1641,0,1,7,0,0,4032064,406.0,1641.0,1.0,885.0,6.0
7,5,617,462,1079,0,1,5,1,0,3798600,0.0,570.0,0.0,249.0,2.0
5,6,984,0,984,0,1,5,0,0,3837681,164.0,984.0,1.0,308.0,2.0
4,4,960,0,960,0,1,5,0,0,3744000,0.0,960.0,0.0,308.0,2.0
5,5,1044,0,1044,0,1,4,0,54,3810304,0.0,540.0,0.0,504.0,2.0
5,7,1027,606,1633,0,1,7,1,0,3913532,0.0,1027.0,0.0,240.0,3.0
6,6,1137,0,1137,0,1,5,1,0,3948169,72.0,1112.0,1.0,551.0,4.0
6,7,1380,0,1380,1,1,6,0,0,3853369,295.0,1380.0,0.0,364.0,3.0
6,5,1256,0,1256,0,1,6,1,0,3944196,228.0,1256.0,0.0,578.0,6.0
5,5,1142,0,1142,1,1,6,1,0,3904576,0.0,1142.0,1.0,528.0,3.0
6,7,2158,0,2158,0,1,7,1,0,3901950,0.0,1202.0,1.0,576.0,8.0
8,5,1629,0,1629,0,1,9,1,0,4010006,236.0,1616.0,1.0,808.0,6.0
