Id,Lot Area,Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Year Built Year Remod/Add
441,10872,9,5,1531,0,0,1531,2,0,2,1,6,1,184,52,0,0,0,0,0,4024036
2270,11305,8,5,1922,0,0,1922,2,0,2,1,6,1,201,64,0,0,0,0,0,4008004
1924,9100,5,5,1144,0,0,1144,1,0,3,1,6,1,0,0,0,0,0,0,0,3841600
1402,39104,7,7,1363,0,0,1363,1,0,2,1,5,2,81,0,0,0,0,0,0,3917770
1070,10110,9,5,1866,0,0,1866,2,0,2,1,7,1,0,48,0,0,0,0,0,4032064
2696,9786,3,4,1077,0,0,1077,1,0,3,1,6,1,0,100,48,0,0,0,0,3747900
1840,5330,8,5,1550,0,0,1550,2,1,2,1,5,0,0,102,0,0,0,0,0,4026042
1562,3811,7,5,1646,0,0,1646,2,0,2,1,5,1,128,53,0,0,155,0,0,4018020
2426,3010,7,5,1248,0,0,1248,2,0,2,1,5,0,108,0,0,0,0,0,0,4022030
1162,3435,7,5,1245,0,0,1245,2,0,1,1,5,0,0,100,0,0,0,0,0,4018020
1874,10800,6,5,1052,0,0,1052,1,0,3,1,6,0,0,133,0,0,0,0,0,3853369
111,10456,6,6,1829,0,0,1829,2,0,4,1,8,0,0,76,0,0,0,0,0,3869089
1207,8475,4,7,952,0,0,952,1,0,2,1,4,0,0,0,0,0,0,0,0,3825936
140,8197,7,5,1480,0,0,1480,2,0,3,1,7,0,252,73,0,0,0,0,300,4024027
545,10994,8,5,1844,0,0,1844,2,0,2,1,7,1,165,44,0,0,0,0,0,4022030
1338,6000,6,7,825,672,0,1497,2,0,3,1,5,0,272,0,0,0,0,0,0,3874000
2873,7288,5,6,976,0,0,976,1,0,2,1,5,0,160,0,0,0,0,0,0,3786900
924,13360,5,7,964,0,0,964,1,0,2,1,5,0,0,0,44,0,0,0,0,3853526
844,10335,7,5,1501,0,0,1501,2,0,3,1,6,0,144,29,0,0,0,0,0,3996001
901,11767,5,5,1560,0,0,1560,1,0,2,1,7,1,0,0,0,0,0,0,0,3825936
2195,10896,6,7,1440,1440,515,3395,2,0,8,2,14,0,0,110,0,0,0,0,0,3818430
2081,5400,5,5,864,0,0,864,1,0,3,1,6,0,0,0,0,0,0,0,0,3833764
2774,9100,7,5,1525,0,0,1525,2,0,3,1,6,0,219,36,0,0,0,0,0,4000000
2573,7728,5,6,1190,0,0,1190,1,0,3,1,6,0,0,18,0,0,0,0,0,3849444
1793,8778,8,5,1302,528,0,1830,2,1,3,1,7,0,0,40,0,0,0,0,0,4024036
882,8487,7,5,1500,0,0,1500,2,0,3,1,6,0,192,36,0,0,0,0,0,4016016
2791,9930,7,5,878,884,0,1762,2,1,3,1,6,0,320,54,0,0,0,0,0,4008004
297,17500,7,8,1902,0,0,1902,2,0,3,1,7,2,0,207,162,0,0,0,0,3921918
509,10206,8,5,1658,0,0,1658,2,1,3,1,7,1,144,44,0,0,0,0,0,4032064
1115,14587,9,5,1506,0,0,1506,2,0,2,1,6,1,0,174,0,0,0,0,0,4032064
773,7800,5,7,899,0,0,899,1,0,3,1,5,0,64,0,0,0,0,0,0,3941868
732,4960,5,7,1001,653,0,1654,2,0,3,1,7,1,244,60,0,0,0,0,0,3825260
1552,7392,5,7,912,0,0,912,1,0,2,1,5,0,0,90,0,0,0,0,0,3850350
226,7424,5,5,1373,0,0,1373,1,0,3,1,5,2,0,0,0,0,0,0,0,3912484
2830,2522,7,5,970,739,0,1709,2,0,3,1,7,0,0,40,0,0,0,0,0,4016016
2238,3672,5,7,816,0,0,816,1,0,2,1,5,0,0,0,96,0,0,0,0,3747900
982,7706,6,5,1091,0,0,1091,1,0,2,1,5,0,280,0,0,0,0,0,700,3978028
1265,12929,6,6,1081,0,0,1081,1,0,3,1,5,0,36,82,0,0,0,0,0,3906280
559,9316,5,5,1020,0,0,1020,2,0,3,1,5,0,171,0,0,0,0,0,0,3861225
1203,12122,7,9,999,0,0,999,1,0,3,1,6,0,144,76,0,0,0,0,0,3935727
2083,7711,4,3,1440,0,0,1440,2,0,4,2,8,0,321,0,0,0,0,0,0,3908529
2130,12352,7,5,853,900,0,1753,2,1,3,1,7,1,0,74,0,0,0,0,0,3994002
2455,12447,8,5,1116,848,0,1964,2,1,3,1,8,1,200,70,0,0,0,0,0,4022030
535,7500,7,5,1141,0,0,1141,1,1,3,1,6,0,182,0,0,0,0,0,0,4024036
2019,6120,7,8,854,0,0,854,1,0,2,1,5,0,48,112,0,0,0,0,0,3859929
2655,9576,6,7,885,297,0,1182,1,1,3,1,5,0,0,0,0,0,0,0,0,3792750
2391,9942,9,5,1625,466,0,2091,2,1,3,1,8,1,194,84,0,0,0,0,0,4022030
154,7898,4,7,985,0,0,985,1,0,2,1,4,0,0,0,0,0,0,0,0,3828480
999,21872,7,5,729,717,0,1446,2,1,3,1,6,1,264,22,0,0,0,0,0,3986012
1400,10005,7,5,1156,866,0,2022,2,1,4,1,8,1,288,117,0,0,0,0,0,3908529
2807,12393,7,5,847,1101,0,1948,2,1,4,1,8,1,100,48,0,0,0,0,0,4018020
516,9000,8,5,786,804,0,1590,2,1,3,1,6,0,0,30,0,0,0,0,0,4032064
1753,7875,7,5,847,1101,0,1948,2,1,4,1,8,1,0,48,0,0,0,0,0,4012009
734,6000,4,6,757,567,0,1324,1,0,3,1,6,0,0,0,0,0,0,0,0,3775200
1209,10175,6,5,1425,0,0,1425,2,0,3,1,7,1,0,0,0,407,0,0,0,3857296
1994,13600,5,5,1422,915,0,2337,2,0,5,2,10,0,0,57,0,0,0,0,0,3705000
1901,12172,5,7,908,0,0,908,1,0,2,1,4,0,284,24,0,0,192,0,0,3872240
2413,10237,7,5,738,754,0,1492,2,1,3,1,8,0,0,32,0,0,0,0,0,4024036
2630,7000,5,4,1150,0,0,1150,1,0,3,1,6,0,0,0,0,0,162,0,0,3845521
1428,11228,7,5,1080,1017,0,2097,2,1,3,1,9,1,196,187,0,0,0,0,0,3972049
1271,8000,5,6,1256,0,0,1256,1,1,3,1,6,0,0,240,0,0,0,0,0,3837681
2464,10728,8,5,1095,844,0,1939,2,1,3,1,8,1,192,51,0,0,0,0,0,4024036
2653,6000,5,7,816,750,0,1566,1,1,5,1,7,0,24,0,296,0,0,0,0,3751800
1505,6931,4,5,784,0,0,784,1,0,2,1,4,0,112,0,0,0,0,0,0,3822025
2110,8760,8,5,1500,0,0,1500,2,0,3,1,7,1,144,38,0,0,0,0,0,4024036
2386,16033,9,5,1850,0,0,1850,2,0,3,1,8,1,519,112,0,0,0,0,0,4018020
1086,9024,6,5,813,702,0,1515,2,1,3,1,8,1,0,75,0,0,0,0,0,4016016
1574,11563,8,5,1537,0,0,1537,2,0,3,1,8,0,0,26,0,0,0,0,0,4026042
406,1680,6,6,483,504,0,987,1,1,2,1,5,0,0,0,0,0,0,0,0,3888784
2757,8760,7,5,1391,571,0,1962,2,1,3,1,7,0,0,90,0,0,0,0,0,4024036
2559,9600,5,6,1433,0,0,1433,1,0,3,1,7,1,144,0,205,0,0,0,0,3902390
1469,4435,6,5,848,0,0,848,1,0,1,1,3,0,140,0,0,0,0,0,0,4012009
407,1680,6,8,483,504,0,987,1,1,2,1,5,0,250,0,0,0,0,0,0,3957804
2300,7599,4,6,845,0,0,845,1,0,2,1,4,0,0,0,0,0,0,0,0,3975892
731,7264,7,7,952,596,0,1548,2,1,3,1,5,0,74,0,0,0,144,0,0,3863475
2230,32668,6,3,2515,0,0,2515,3,0,4,2,9,2,0,0,200,0,0,0,0,3865075
1688,11825,8,5,1694,0,0,1694,2,0,3,1,7,1,0,112,0,0,0,0,0,4026042
880,10200,8,5,1602,0,0,1602,2,0,3,1,7,1,0,48,0,0,195,0,0,4028049
1074,8849,9,5,1684,0,0,1684,2,0,2,1,6,1,495,72,0,0,0,0,0,4020025
771,11184,6,5,918,765,0,1683,2,1,3,1,7,1,243,0,0,0,0,0,0,3912484
724,8820,5,6,1188,561,120,1869,1,0,2,1,7,0,48,0,244,0,0,0,0,3772440
730,6615,6,6,1432,0,0,1432,1,0,3,1,6,1,266,61,0,0,0,0,0,3749850
273,8773,7,5,1414,0,0,1414,2,0,3,1,6,0,132,105,0,0,0,0,0,4016016
2793,11088,8,5,1358,0,0,1358,1,1,1,1,5,1,68,166,0,0,0,0,0,4008004
1789,9158,8,5,1496,0,0,1496,2,0,3,1,7,0,168,130,0,0,0,0,0,4028049
1900,8280,6,5,932,0,0,932,1,0,2,1,4,1,0,0,214,0,0,0,0,3802500
677,8544,3,4,1040,0,0,1040,2,0,2,2,6,0,0,0,0,0,0,0,0,3802500
747,8635,5,5,1072,0,0,1072,1,0,2,1,5,0,0,0,105,0,0,0,0,3753750
1038,12735,4,5,864,0,0,864,1,0,3,1,5,0,216,0,0,0,0,0,0,3888784
1763,11000,8,5,997,1288,0,2285,2,1,4,1,8,1,0,56,0,0,0,0,0,4000000
1283,7590,5,5,1117,0,0,1117,1,0,3,1,6,0,0,0,0,0,0,0,0,3853369
2803,4435,6,5,848,0,0,848,1,0,1,1,4,0,140,0,0,0,0,0,0,4012009
1927,10152,5,5,1048,0,0,1048,1,0,3,1,6,0,0,20,0,0,192,0,0,3825936
1036,10295,4,6,936,0,0,936,1,0,2,1,4,0,16,0,0,0,0,0,0,3876961
1237,7763,5,7,1283,0,0,1283,1,0,3,1,6,0,0,0,0,0,0,0,0,3884760
1375,17120,4,4,1120,468,0,1588,2,0,4,1,7,1,0,59,0,0,0,0,0,3837681
1643,13870,10,5,2042,0,0,2042,2,0,3,1,8,1,240,52,0,0,174,0,0,4026042
2453,10120,8,5,1203,1323,0,2526,2,1,4,1,8,1,309,78,0,0,0,0,0,3976036
2129,10820,7,5,988,885,0,1873,2,1,3,1,7,1,202,123,0,0,0,0,0,3996001
2640,9600,6,8,940,476,0,1416,1,0,3,1,7,0,0,24,0,0,0,0,0,3807600
2437,8121,6,5,953,711,0,1664,2,1,3,1,7,1,100,40,0,0,0,0,0,4000000
1123,11639,7,5,1428,0,0,1428,2,0,3,1,6,0,0,120,0,0,0,0,0,4030056
2398,13758,9,5,1792,0,0,1792,2,0,2,1,6,1,204,49,0,0,0,0,0,4022030
1420,9771,6,5,1093,1721,0,2814,2,1,4,1,9,1,48,32,0,0,216,0,0,3993990
2693,9000,5,4,819,0,0,819,1,0,2,1,4,0,0,0,0,0,0,0,0,3742050
1370,10320,3,3,808,536,0,1344,2,0,3,2,8,0,42,0,204,0,0,0,0,3734250
392,10448,6,6,1378,741,0,2119,2,1,3,1,7,1,0,104,0,0,0,0,0,3888784
1351,8635,5,5,1072,213,0,1285,1,0,2,1,6,0,0,0,0,0,0,0,0,3897948
246,11980,7,5,1433,0,0,1433,1,1,1,1,4,2,0,278,0,0,266,0,0,3948169
802,12327,8,8,1496,636,0,2132,1,1,1,1,5,1,349,40,0,0,0,0,0,3983847
1404,11512,6,7,1357,0,0,1357,1,0,2,1,5,1,0,0,0,0,163,0,0,3929754
803,14684,7,7,2196,0,0,2196,2,0,3,1,7,1,84,70,0,0,0,0,0,3962090
1595,2665,5,6,616,688,0,1304,1,1,3,1,4,1,141,24,0,0,0,0,0,3904576
1319,5250,8,5,938,1215,205,2358,2,0,4,1,8,0,0,54,20,0,0,0,0,3719664
2231,18044,8,5,2726,0,0,2726,2,1,2,1,6,1,216,64,169,0,0,228,0,3944196
2162,9245,7,5,939,858,0,1797,2,1,3,1,8,0,144,53,0,0,0,0,0,4024036
2622,7200,5,7,1040,0,0,1040,1,0,2,1,5,0,0,0,0,0,0,0,0,3802500
1300,6000,5,5,789,0,0,789,1,0,2,1,5,0,0,0,0,0,0,0,0,3798600
2505,3628,7,5,1143,0,0,1143,1,1,1,1,5,1,0,191,0,0,0,0,0,4016016
582,9156,6,7,1489,0,0,1489,2,0,3,1,7,1,0,0,0,0,0,0,0,3873024
1458,9066,8,5,1004,848,0,1852,2,1,3,1,7,2,224,106,0,0,0,0,0,3998000
281,6410,4,5,960,0,0,960,1,0,3,1,5,0,0,0,0,0,0,0,0,3833764
1499,63887,10,5,4692,950,0,5642,2,1,3,1,12,3,214,292,0,0,0,480,0,4032064
2298,7244,5,7,768,0,0,768,1,0,2,1,5,0,104,0,0,0,0,0,0,3880900
2580,10152,6,6,1124,0,0,1124,1,0,3,1,6,1,0,211,180,0,142,0,0,3900264
568,3000,6,5,612,612,0,1224,2,1,2,1,4,0,0,234,0,0,0,0,0,4036081
1807,7500,6,5,1100,0,0,1100,1,1,3,1,6,0,0,136,0,0,0,0,0,4026042
129,17360,6,6,1019,537,0,1556,2,0,3,1,6,1,0,0,150,0,0,0,0,3800550
2294,15957,6,6,1356,0,0,1356,2,0,3,1,6,1,1424,0,0,0,0,0,0,3908529
1860,9600,6,8,1262,0,0,1262,2,0,3,1,6,1,298,0,0,0,0,0,0,3904576
839,10667,7,6,827,834,0,1661,2,1,3,1,6,1,158,61,0,0,0,0,0,3984016
2349,10530,7,5,945,912,0,1857,2,1,4,1,8,1,400,105,0,0,0,0,0,3912484
1903,5000,3,3,666,0,0,666,1,0,2,1,4,0,0,52,0,0,0,0,0,3794700
234,17082,6,5,1117,864,0,1981,2,1,4,1,8,1,336,104,0,0,0,0,0,3940176
2172,16287,5,6,901,450,0,1351,1,0,3,1,7,1,0,0,43,0,100,0,0,3753750
2588,11050,5,5,1005,0,0,1005,1,0,2,1,6,1,0,0,0,0,288,0,0,3825936
1289,10440,6,7,1584,1208,0,2792,2,0,5,1,8,2,0,547,0,0,480,0,1150,3744000
1596,2665,5,7,925,550,0,1475,2,0,4,1,6,1,92,26,0,0,0,0,0,3904576
264,10389,8,5,1978,0,0,1978,2,1,3,1,8,1,188,25,0,0,0,0,0,4012009
451,9658,8,5,1606,0,0,1606,2,0,3,1,6,1,230,60,0,0,0,0,0,4024036
536,7500,6,5,1158,0,0,1158,1,1,3,1,5,0,0,50,0,0,0,0,0,4016016
43,14122,8,5,1822,0,0,1822,2,0,3,1,8,1,0,119,0,0,0,0,0,4022030
2223,21000,6,5,2259,0,0,2259,2,0,3,1,7,2,166,120,192,0,0,0,0,3814209
2009,8737,6,7,915,720,0,1635,1,1,3,1,6,1,0,38,0,144,0,0,0,3749850
394,8750,5,6,1002,0,0,1002,1,0,3,1,5,0,0,0,0,0,0,0,0,3880900
1738,8499,6,5,616,796,0,1412,2,1,3,1,6,1,0,36,0,0,0,0,0,4026042
1196,11072,5,5,1728,0,0,1728,2,0,6,2,10,0,0,0,0,0,0,0,0,3861225
828,6762,7,5,1290,0,0,1290,2,0,2,1,6,1,168,0,0,0,0,0,0,4028049
1694,15431,10,5,2046,0,0,2046,2,1,2,1,7,2,188,65,0,0,175,0,0,4022030
571,3230,6,5,742,729,0,1471,2,1,3,1,6,0,0,24,0,0,0,0,0,3996001
1192,10800,6,7,1548,1066,0,2614,2,1,4,1,9,1,38,243,0,0,0,0,0,3942078
1806,11143,8,5,1580,886,0,2466,3,0,4,1,8,1,159,214,0,0,0,0,0,4018020
962,8925,8,5,1466,0,0,1466,2,0,3,1,7,0,100,18,0,0,0,0,0,4028049
2142,10356,5,6,969,0,0,969,1,1,3,1,5,0,0,0,0,0,0,0,0,3900625
1648,12299,7,6,1664,0,0,1664,2,0,3,1,7,1,0,0,0,0,0,0,0,3926330
618,9900,6,5,1691,0,0,1691,1,0,2,1,5,0,0,67,260,0,0,0,0,3869089
2108,6762,7,5,1208,0,0,1208,2,0,2,1,6,0,105,54,0,0,0,0,0,4028049
772,11625,5,6,1052,0,0,1052,1,1,3,1,6,1,0,215,0,0,0,0,0,3869089
2672,6435,6,5,972,605,0,1577,1,0,3,1,6,1,0,0,0,0,0,0,0,3781050
2492,8450,5,6,909,0,0,909,1,0,3,1,5,0,0,155,0,0,0,0,0,3873024
2903,11577,9,5,1838,0,0,1838,2,0,3,1,9,1,161,225,0,0,0,0,0,4022030
2783,8340,6,6,686,702,0,1388,1,1,3,1,6,0,406,36,0,0,0,0,0,3908529
786,10708,5,5,1867,0,0,1867,1,0,2,1,7,3,476,0,0,0,142,0,0,3896315
740,6911,5,5,1301,0,0,1301,1,0,2,1,5,0,0,0,0,0,0,0,0,3751800
2546,8800,6,6,1251,0,0,1251,1,0,3,1,6,2,0,116,0,0,0,0,700,3857296
851,10739,7,5,1444,0,0,1444,2,0,3,1,6,0,144,40,0,0,0,0,0,4006002
1833,9572,8,5,1453,1357,0,2810,2,1,4,1,9,1,500,0,0,0,0,0,0,3960100
76,8012,6,5,923,0,0,923,2,0,2,1,5,1,80,0,0,0,0,0,0,3920400
2151,16226,8,5,1210,1242,0,2452,2,1,4,1,9,1,208,50,0,0,0,0,0,3994002
1880,10899,4,5,1224,0,0,1224,2,0,2,2,8,0,0,0,0,0,0,0,0,3857296
2907,4500,6,5,1337,0,0,1337,2,0,2,1,5,0,0,199,0,0,0,0,0,3992004
1831,16647,5,5,1701,0,0,1701,2,0,3,1,6,2,0,0,0,0,0,0,0,3912475
2836,8707,4,5,1093,576,0,1669,1,1,4,1,9,0,0,0,56,0,0,0,0,3751800
1955,8300,6,6,952,0,0,952,1,0,3,1,5,0,0,0,0,0,0,0,0,3873024
1926,9770,5,5,922,0,0,922,1,0,2,1,5,0,0,34,0,0,0,0,0,3829849
2924,17400,5,5,1126,0,0,1126,2,0,3,1,5,1,295,41,0,0,0,0,0,3908529
1003,5070,8,5,1280,0,0,1280,2,0,2,1,5,0,0,82,0,0,144,0,0,3968064
1667,7920,5,5,914,0,0,914,1,0,3,1,5,0,120,0,0,0,0,0,0,3943940
2905,7020,7,5,1368,0,0,1368,2,0,2,2,8,0,0,48,0,0,0,0,0,3988009
921,7500,6,7,753,741,0,1494,1,0,3,1,7,2,0,0,0,0,224,0,0,3786900
1780,10612,8,5,1534,0,0,1534,2,0,3,1,7,1,168,46,0,0,0,0,0,4024036
746,6120,5,6,994,588,0,1582,2,0,3,1,6,1,189,0,34,150,0,0,0,3779100
254,12376,7,5,1699,1523,0,3222,3,0,5,1,11,2,367,0,0,0,0,0,0,3960100
606,10004,6,6,1516,0,0,1516,1,1,3,1,6,0,0,0,0,0,152,0,0,3857296
2703,8250,5,7,1032,0,0,1032,1,0,2,1,6,1,0,0,121,0,0,0,0,3773250
1306,12205,3,1,1588,0,0,1588,2,0,5,1,6,0,0,0,0,0,0,0,0,3882408
2102,11175,7,5,1316,0,0,1316,2,0,3,1,6,1,0,20,0,0,0,0,0,4028049
1784,9965,7,5,1528,0,0,1528,3,2,3,1,6,1,0,228,0,0,0,0,0,4028049
941,8660,5,6,928,928,312,2168,2,0,5,1,11,0,467,160,78,0,0,0,0,3786700
2699,12375,5,5,1081,341,0,1422,1,0,3,1,7,1,0,0,0,0,0,0,0,3806401
2127,8070,4,5,990,0,0,990,1,0,3,1,5,0,0,0,0,0,0,0,0,3978030
2607,8658,6,5,1324,0,0,1324,2,0,3,1,6,1,0,138,0,0,0,0,0,3861225
1754,8063,6,5,948,742,0,1690,2,1,3,1,7,1,100,48,0,0,0,0,0,4000000
1367,8235,5,7,825,0,0,825,1,0,2,1,4,0,140,50,0,0,0,0,0,3900225
580,11700,6,6,829,727,0,1556,1,1,4,1,8,0,0,0,0,0,0,0,0,3873024
341,12961,6,5,1152,645,0,1797,2,1,3,1,7,1,162,312,0,0,0,0,0,3974042
26,8450,5,6,1056,0,0,1056,1,0,3,1,6,1,0,85,184,0,0,0,0,3873024
2667,22950,10,9,1518,1518,572,3608,2,1,4,1,12,2,0,260,0,0,410,0,0,3770756
2884,5748,8,5,1778,0,0,1778,2,0,2,1,5,1,123,53,0,0,153,0,0,4022030
28,10500,4,5,864,0,0,864,1,0,3,1,5,1,0,0,0,0,0,0,0,3884841
531,7500,7,5,1221,0,0,1221,2,0,2,1,6,0,0,113,0,0,0,0,0,4018020
2189,10042,6,8,740,125,0,865,1,0,2,1,4,1,0,0,84,0,0,0,0,3830400
2508,2544,7,5,520,623,80,1223,2,1,2,1,4,0,0,166,0,0,0,0,0,4020025
573,3768,7,5,713,739,0,1452,2,1,3,1,6,0,0,34,0,0,0,0,0,3996001
1363,10320,5,6,880,428,0,1308,2,0,2,1,6,0,0,0,117,0,0,0,0,3787870
487,9734,7,5,744,630,0,1374,2,1,3,1,7,0,0,0,0,0,0,0,0,4016016
1083,3182,7,5,1504,0,0,1504,2,0,2,1,7,1,156,20,0,0,0,0,0,4022030
1620,8872,6,5,754,630,0,1384,2,1,3,1,7,1,0,0,0,0,0,0,0,3988009
1929,12198,5,6,1411,0,0,1411,1,0,3,1,7,1,278,82,0,0,0,0,0,3861125
1820,8480,5,6,970,0,0,970,1,0,2,1,5,0,0,24,0,0,192,0,0,3853369
1398,10200,5,8,904,0,0,904,1,0,3,1,5,0,143,0,0,0,0,0,0,3880900
2177,9555,5,6,1100,1133,0,2233,2,1,5,2,11,0,0,0,0,0,0,0,0,3916441
2144,7200,4,8,875,0,0,875,1,0,3,1,5,0,352,0,0,0,0,0,0,3955832
2697,6780,6,8,520,0,234,754,1,0,2,1,5,0,53,0,0,0,0,0,0,3835170
1403,53227,4,6,1663,0,0,1663,1,0,2,1,6,2,224,137,0,0,0,0,0,3896276
596,9100,5,6,925,0,0,925,1,0,2,1,5,0,0,0,0,0,0,0,0,3861225
922,9600,5,7,976,332,0,1308,1,1,2,1,7,2,0,70,0,0,0,0,0,3783000
2065,14175,5,5,1375,0,0,1375,1,0,3,1,6,1,0,0,0,0,0,0,0,3908088
1710,14277,8,5,1217,1168,0,2385,2,1,3,1,7,1,192,228,0,0,0,0,0,4012009
1034,9000,5,5,896,896,0,1792,2,2,4,2,8,0,0,45,0,0,0,0,0,3896676
1057,13693,8,5,2464,0,0,2464,2,1,4,1,9,1,358,78,0,0,0,0,0,4028049
470,3635,7,5,1569,0,0,1569,2,0,1,1,7,1,143,20,0,0,0,0,0,4028049
819,10933,9,5,1680,0,0,1680,1,1,1,1,8,1,185,24,0,0,0,0,0,4036081
2160,8450,7,5,1337,0,0,1337,2,0,3,1,6,0,0,39,0,0,0,0,0,4012009
2552,8550,6,8,816,0,0,816,1,0,2,1,4,1,228,0,40,0,0,0,0,3771300
41,12182,7,5,1541,0,0,1541,2,0,3,1,7,1,0,70,0,0,0,0,0,4020025
742,6120,4,7,989,584,0,1573,1,0,3,1,6,0,0,0,54,0,120,0,0,3860325
686,10800,4,7,832,629,0,1461,2,0,4,1,6,0,0,204,0,0,0,0,0,3890204
314,12760,6,5,2048,0,0,2048,3,0,5,2,9,0,0,0,0,0,0,0,0,3904576
1630,7655,6,5,910,732,0,1642,2,1,3,1,7,1,290,84,0,0,0,0,0,3974042
191,10560,6,7,868,602,0,1470,1,1,2,1,6,0,0,0,0,0,0,0,0,3832468
1626,7500,6,5,957,1342,0,2299,3,1,5,1,7,1,188,30,0,0,0,0,0,4003997
59,9505,7,5,884,1151,0,2035,2,1,3,1,8,1,144,48,0,0,0,0,0,4004001
2632,10205,5,5,999,0,0,999,1,0,3,1,6,0,150,72,0,0,0,0,0,3849444
1835,4379,8,5,1378,0,0,1378,2,0,2,1,6,1,160,56,0,0,0,0,0,4016016
2675,7800,5,7,793,325,0,1118,1,0,3,1,5,1,0,0,0,0,271,0,0,3781050
1503,12108,4,4,1440,0,0,1440,2,0,4,2,8,0,0,0,0,0,0,0,0,3822025
1963,7000,5,7,1134,0,0,1134,1,0,2,1,6,0,0,16,0,0,0,0,0,3923920
1352,13053,6,7,1053,795,0,1848,1,1,4,1,8,1,0,0,0,0,220,0,0,3846000
1519,8400,6,5,1390,304,0,1694,2,0,4,1,7,1,342,0,128,0,0,0,0,3753750
1305,6000,4,7,901,0,0,901,1,0,2,1,4,0,0,0,0,0,0,0,0,3908000
2014,6240,6,5,861,548,0,1409,1,1,3,1,6,1,225,0,84,0,0,0,0,3779100
1,31770,6,5,1656,0,0,1656,1,0,3,1,7,2,210,62,0,0,0,0,0,3841600
1052,12474,10,5,1742,590,0,2332,2,1,3,1,9,1,196,134,0,0,0,0,0,4030056
622,9600,5,7,1113,0,0,1113,1,0,3,1,5,1,0,80,120,0,0,0,0,3913650
913,8574,6,8,1232,0,0,1232,1,0,3,1,6,1,0,0,180,0,0,0,0,3832000
1058,14418,9,5,1950,0,0,1950,2,0,2,1,7,1,156,207,0,0,0,0,0,4028049
2348,10400,7,5,1872,0,0,1872,2,0,3,1,6,1,197,39,0,0,0,0,0,3952144
1527,15564,6,6,676,588,0,1264,1,0,3,1,6,0,424,0,0,0,0,0,400,3818430
1011,13543,8,5,1168,1332,0,2500,3,1,5,1,9,1,192,32,0,0,0,0,0,4020025
1332,6130,5,6,784,0,0,784,1,0,2,1,5,0,0,0,116,0,0,0,0,3751800
709,5925,2,4,612,0,0,612,1,0,1,1,4,0,0,0,25,0,0,0,0,3783000
209,24090,7,7,1207,1196,0,2403,2,0,4,1,10,2,56,0,318,0,0,0,0,3783000
619,9600,6,5,1644,0,0,1644,1,0,3,1,7,2,110,0,0,0,0,0,0,3814209
2150,8158,7,5,860,869,0,1729,2,1,3,1,7,0,386,63,0,0,0,0,0,4008004
2704,5220,5,3,879,0,0,879,1,0,2,1,4,0,0,108,0,0,0,0,0,3775200
2839,8172,5,7,864,0,0,864,1,0,2,1,5,0,0,0,0,0,0,0,0,3890450
1242,9000,6,5,1196,0,0,1196,1,0,2,1,6,1,0,44,0,0,0,0,0,3825936
2714,7844,6,7,672,728,0,1400,1,1,3,1,6,1,0,0,0,0,0,0,0,3912484
799,9084,4,5,755,755,0,1510,1,0,4,1,7,1,120,0,0,0,0,0,0,3783000
1260,10800,4,7,694,600,0,1294,2,0,3,2,7,0,220,114,210,0,0,0,0,3800000
2107,8556,7,5,1240,0,0,1240,2,0,2,1,5,0,140,93,0,0,0,0,0,4024036
2486,9100,5,4,988,0,0,988,1,0,3,1,6,0,0,0,0,0,0,0,0,3849444
1911,8668,5,5,1560,0,0,1560,2,0,4,2,8,0,0,0,0,0,0,0,0,3873024
896,11767,5,5,1368,0,0,1368,1,0,3,1,6,0,0,41,211,0,0,0,900,3802500
272,8400,7,5,1484,0,0,1484,2,0,3,1,7,0,0,35,0,144,0,0,0,4018020
2521,3874,8,5,1226,0,0,1226,1,0,1,1,4,1,133,78,0,0,0,0,0,3920400
2324,8076,6,6,1169,0,0,1169,2,0,3,1,6,1,0,26,0,0,144,0,0,3974042
1953,10090,7,5,1035,616,0,1651,2,0,4,1,6,2,460,46,0,0,165,0,0,3924037
887,8877,4,6,816,0,0,816,1,0,2,1,3,1,0,0,0,0,0,0,0,3794604
1479,11058,7,6,1564,0,0,1564,2,0,3,1,6,0,0,24,0,0,0,0,0,4028049
1317,10800,6,7,1221,691,0,1912,2,0,3,2,7,1,0,25,212,0,0,0,0,3810000
1750,10936,7,5,1525,0,0,1525,2,1,3,1,6,1,100,18,0,0,0,0,0,4024036
2815,8461,6,5,728,728,0,1456,2,1,3,1,8,1,0,24,0,0,0,0,0,4022030
2692,7518,5,8,665,665,0,1330,1,0,3,1,7,0,0,72,45,0,0,0,0,3827640
1090,8010,7,5,840,880,0,1720,2,1,3,1,7,1,138,48,0,0,0,0,0,4010006
1912,10050,5,6,1280,0,0,1280,2,0,3,1,6,1,140,40,0,0,0,0,0,3865156
1634,4740,8,5,1179,0,0,1179,2,0,2,1,5,0,0,108,0,0,135,0,0,3952144
1974,6978,5,7,960,0,0,960,1,0,2,1,5,0,0,0,116,0,0,0,0,3813480
1764,11400,10,5,2633,0,0,2633,2,1,2,1,8,2,314,140,0,0,0,0,0,4006002
