Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Half Bath,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Garage Area,bed_full_bath,Street,Lot Shape,Land Slope,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Central Air,Kitchen Qual,Functional,Fireplace Qu,Garage Qual,Garage Cond,Paved Drive,Pool QC,overall_qual_cond,exter_qual_cond,bsmt_qual_cond,mas_vnr_ext_qual_cond,bsmt_sf_qual_cond,garage_area_qual_cond,bsmt_exposure_qual,tot_fire_qu,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsbShng,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NA,Garage Finish_NA,Garage Finish_RFn,Garage Finish_Unf,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD 
6,7,684,684,1368,0,1,7,0,0,3806630,0.0,684.0,0.0,216.0,3,1,0,1,3,3,3,3,1,1,1,5,0,3,7,0,3,2,0.0,0,42,9,9,0.0,6156.0,1296.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,4,798,689,1487,1,1,7,1,0,3792750,0.0,735.0,0.0,220.0,3,1,0,1,3,3,3,2,1,2,1,3,1,3,7,4,3,3,1.0,0,24,9,6,0.0,4410.0,1980.0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4,8,796,358,1154,0,1,7,0,0,3857454,0.0,796.0,1.0,240.0,3,1,0,1,3,4,3,3,1,4,1,4,1,4,7,0,3,3,0.0,0,32,12,9,0.0,7164.0,2160.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,8,1020,0,1020,0,1,5,1,0,3929964,50.0,980.0,0.0,528.0,6,1,1,1,4,4,3,3,4,2,4,3,1,3,7,1,3,3,1.0,0,40,16,9,800.0,8820.0,4752.0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,4,889,551,1440,0,1,6,0,0,3705000,0.0,540.0,0.0,352.0,3,1,0,1,3,3,3,3,1,1,1,4,0,3,7,0,2,3,1.0,0,20,9,9,0.0,4860.0,2112.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,5,600,636,1236,1,1,4,0,0,4020025,216.0,600.0,1.0,480.0,4,1,0,1,4,3,4,3,1,6,1,5,1,4,7,0,3,3,1.0,0,30,12,12,2592.0,7200.0,4320.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
6,7,1004,660,1664,0,1,7,2,0,3796650,0.0,1004.0,0.0,420.0,6,1,0,1,3,4,3,3,1,5,1,5,1,3,7,4,3,3,1.0,0,42,12,9,0.0,9036.0,3780.0,3,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4,5,1100,0,1100,0,1,6,1,0,3841600,0.0,1100.0,1.0,312.0,3,1,1,1,3,3,3,3,1,5,3,3,1,3,7,1,3,3,1.0,0,20,9,9,0.0,9900.0,2808.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,6,1488,0,1488,1,1,7,1,0,3857296,112.0,1008.0,1.0,430.0,3,1,1,1,3,3,3,3,1,5,2,5,1,3,7,4,3,3,1.0,0,36,9,9,1008.0,9072.0,3870.0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,6,955,498,1453,1,1,7,2,0,3786900,300.0,835.0,0.0,240.0,3,1,0,1,3,3,3,3,1,3,2,3,1,4,5,2,3,3,1.0,0,30,9,9,2700.0,7515.0,2160.0,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,5,1442,0,1442,0,1,6,1,0,3962090,0.0,910.0,1.0,719.0,6,1,1,1,4,3,4,3,2,6,1,4,1,4,7,3,3,3,1.0,0,35,12,12,0.0,10920.0,6471.0,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,900,0,900,0,1,5,0,0,3869089,31.0,882.0,0.0,280.0,3,1,1,1,3,4,3,3,1,4,1,3,1,3,7,0,3,3,1.0,0,25,12,9,372.0,7938.0,2520.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,6,1045,0,1045,0,1,6,1,0,3853369,0.0,1045.0,1.0,264.0,3,1,0,1,3,3,3,3,1,4,1,3,1,3,7,2,3,3,1.0,0,36,9,9,0.0,9405.0,2376.0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,5,1419,0,1419,0,1,4,0,0,4008004,0.0,1487.0,1.0,543.0,4,1,2,1,4,3,4,3,1,6,1,5,1,4,7,0,3,3,1.0,0,30,12,12,0.0,17844.0,4887.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,1452,0,1452,0,1,6,1,0,3888720,30.0,1420.0,1.0,572.0,2,1,0,1,3,3,4,3,3,4,1,4,1,3,5,3,3,3,1.0,0,25,9,12,270.0,17040.0,5148.0,12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,6,1464,0,1464,0,1,6,1,0,3924037,0.0,520.0,0.0,480.0,6,1,1,1,3,3,4,3,3,5,1,5,1,3,5,3,3,3,1.0,0,30,9,12,0.0,6240.0,4320.0,12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9,5,1746,0,1746,0,1,7,2,0,4026042,160.0,1746.0,1.0,758.0,6,1,1,1,5,3,5,3,4,6,1,5,1,5,7,4,3,3,1.0,0,45,15,15,2400.0,26190.0,6822.0,20,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,928,608,1536,0,1,7,1,0,3763500,0.0,928.0,0.0,480.0,8,1,0,1,3,3,3,3,1,2,1,3,1,3,7,4,3,3,1.0,0,25,9,9,0.0,8352.0,4320.0,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,5,1734,0,1734,0,1,7,0,0,4020025,0.0,1734.0,1.0,660.0,6,1,0,1,4,3,4,3,3,6,1,5,1,4,7,0,3,3,1.0,0,35,12,12,0.0,20808.0,5940.0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,5,1976,0,1976,0,1,7,1,0,4026042,304.0,1976.0,1.0,908.0,4,1,1,1,4,3,5,3,4,6,1,5,1,4,7,5,3,3,1.0,0,40,12,15,3648.0,29640.0,8172.0,20,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,5,1212,0,1212,0,1,6,0,0,4004001,0.0,1212.0,0.0,573.0,6,1,0,1,4,3,4,3,1,1,1,5,1,4,7,0,3,3,1.0,0,35,12,12,0.0,14544.0,5157.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,5,1052,0,1052,1,1,5,0,0,3873024,168.0,1052.0,1.0,288.0,3,1,0,1,3,3,3,3,3,4,1,4,1,3,7,0,3,3,1.0,0,25,9,9,1512.0,9468.0,2592.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,5,1057,0,1057,0,1,6,0,0,3849444,0.0,1057.0,0.0,576.0,3,1,0,1,3,3,3,3,1,3,1,3,1,3,7,0,3,3,1.0,0,25,9,9,0.0,9513.0,5184.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,5,1068,541,1609,1,1,7,0,0,3814209,0.0,1000.0,0.0,305.0,5,1,0,1,3,3,3,3,1,2,1,3,1,3,7,0,2,3,1.0,0,30,9,9,0.0,9000.0,1830.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,7,1195,473,1668,1,1,8,0,0,3792750,0.0,672.0,0.0,252.0,3,1,1,1,3,3,3,2,1,1,1,4,1,4,7,0,3,3,1.0,0,49,9,6,0.0,4032.0,2268.0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,6,924,0,924,0,1,5,0,0,3900625,0.0,924.0,0.0,280.0,3,1,1,1,3,3,4,3,1,1,1,3,1,3,7,0,3,3,1.0,0,30,9,12,0.0,11088.0,2520.0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,6,561,668,1229,1,1,5,1,0,3920400,0.0,561.0,0.0,462.0,2,1,0,1,3,3,4,3,1,5,1,3,1,3,7,3,3,3,1.0,0,36,9,12,0.0,6732.0,4158.0,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,6,882,0,882,0,1,4,0,0,3825936,0.0,882.0,0.0,0.0,1,1,0,1,3,3,3,3,1,1,1,5,1,3,7,0,0,0,1.0,0,24,9,9,0.0,7938.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7,5,1352,0,1352,0,1,5,1,0,4026042,0.0,1352.0,1.0,466.0,4,1,0,1,4,3,5,4,1,6,1,5,1,4,7,4,3,3,1.0,0,35,12,20,0.0,27040.0,4194.0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5,5,948,0,948,0,1,6,0,0,3873024,0.0,948.0,0.0,300.0,3,1,1,1,3,3,3,3,1,1,1,3,1,3,7,0,3,3,1.0,0,25,9,9,0.0,8532.0,2700.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,5,864,0,864,0,1,5,0,0,3845521,0.0,864.0,0.0,440.0,2,1,1,1,3,3,3,3,1,4,1,3,1,3,7,0,3,3,1.0,0,25,9,9,0.0,7776.0,3960.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,5,880,680,1700,1,1,7,0,0,3922380,0.0,430.0,1.0,450.0,4,1,0,1,4,3,4,3,2,6,1,3,1,4,7,0,4,3,1.0,0,35,12,12,0.0,5160.0,5400.0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,3,1276,0,1276,0,1,5,0,0,3833764,0.0,1276.0,0.0,350.0,3,1,0,1,3,2,3,2,1,1,1,3,1,3,4,0,3,3,1.0,0,15,6,6,0.0,7656.0,3150.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,5,1626,0,1626,1,1,7,1,0,3976036,251.0,1602.0,1.0,534.0,6,1,0,1,4,3,4,3,1,6,1,5,1,4,7,3,3,3,1.0,0,35,12,12,3012.0,19224.0,4806.0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,480,0,480,0,1,4,0,0,3800550,0.0,480.0,1.0,308.0,0,1,0,1,3,3,3,3,3,4,1,3,0,3,7,0,3,3,1.0,0,6,9,9,0.0,4320.0,2772.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6,5,1012,0,1012,0,0,4,0,0,3900625,355.0,976.0,0.0,0.0,8,1,1,1,3,3,4,3,4,6,1,3,1,3,7,0,0,0,1.0,0,30,9,12,3195.0,11712.0,0.0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
5,6,889,0,889,0,1,6,0,0,3936256,0.0,864.0,0.0,484.0,3,1,0,1,3,3,3,3,1,5,1,3,1,3,7,0,3,3,1.0,0,30,9,9,0.0,7776.0,4356.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,6,1117,0,1117,0,1,6,1,0,3908529,0.0,1029.0,1.0,542.0,3,1,1,1,3,3,3,3,3,5,3,3,1,3,7,2,3,3,1.0,0,36,9,9,0.0,9261.0,4878.0,9,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,5,1132,1320,2452,1,1,9,1,0,4018020,132.0,1117.0,0.0,691.0,12,1,0,1,4,3,5,3,3,1,1,5,1,4,7,4,3,3,1.0,0,40,12,15,1584.0,16755.0,6219.0,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,9,2365,0,2365,0,1,7,2,0,3959739,0.0,1803.0,1.0,551.0,6,1,0,1,4,4,4,3,1,6,5,3,1,5,6,4,3,3,1.0,0,63,16,12,0.0,21636.0,4959.0,4,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,8,912,0,912,0,1,5,0,0,3945720,300.0,912.0,1.0,576.0,2,1,0,1,3,3,3,3,1,5,1,5,1,4,7,0,3,3,1.0,0,40,9,9,2700.0,8208.0,5184.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8,5,1567,0,1567,0,1,7,1,0,4024036,0.0,1520.0,1.0,648.0,2,1,0,1,4,3,4,4,3,6,1,5,1,5,7,4,3,3,1.0,0,40,12,16,0.0,24320.0,5832.0,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
